Make_name,COUNT(1),year_model,moves_adjusted_fuel_code,Fuel Detail,Duty
LOTUS,37,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
M. V. AGUSTA,15,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MASERATI,40,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MAZDA,3321,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,182,2006,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,5138,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,17,2006,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,1133,2006,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,1836,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MINI,847,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MITSUBISHI,1354,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MOTO GUZZI,4,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,1950,2006,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,16197,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PIAGGIO,20,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
POLARIS,23,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PONTIAC,3703,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PORSCHE,868,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
QIANJIANG,151,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
RIDLEY MOTORCYCLE COMPANY,8,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROLLS-ROYCE,4,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROYAL ENFIELD MOTORS,6,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SAAB,399,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SATURN,1908,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SMART,1,2006,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
SUBARU,1299,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUZUKI,3075,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SYM,5,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TGB,3,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
THUNDER MOUNTAIN CUSTOMS,8,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,1443,2006,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,40977,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TRIUMPH MOTORCYCLE,159,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
UNKNOWN,229,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
URAL,4,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
V8 CHOPPERS LLC,1,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VENTO MOTORCYCLES USA,5,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VESPA,79,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VICTORY MOTORCYCLES,104,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,600,2006,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,2067,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLVO,1992,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WANGYE,7,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WORKHORSE CUSTOM CHASSIS,1,2006,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
WORKHORSE CUSTOM CHASSIS,6,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
XINGYUE,1,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YAMAHA,1524,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YIBEN,1,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ZONGSHEN,7,2006,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ACURA,4534,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AMERICAN IRON HORSE,24,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
APRILIA,57,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ARCTIC CAT,4,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ASTON MARTIN,34,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ATK,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AUDI,1010,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AVANTI,9,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BAJAJ,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENTLEY,108,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENZHOU,7,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BIG BEAR CHOPPERS,9,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BIG DOG,50,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BMW,6616,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BOSS HOSS CYCLE INC,4,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BOURGET'S BIKE WORKS,4,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BUELL,56,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BUICK,15,2007,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
BUICK,2483,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BUYANG,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CADILLAC,5439,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CAN-AM,8,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CF MOTO,12,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,2157,2007,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,15534,2007,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,33300,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHRYSLER,290,2007,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
CHRYSLER,7089,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHUANL,3,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DODGE,1213,2007,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
DODGE,2527,2007,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
DODGE,11684,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DUCATI,135,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FERRARI,28,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FORD,118,2007,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
FORD,1236,2007,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
FORD,7206,2007,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
FORD,35253,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FREIGHTLINER,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FREIGHTLINER,55,2007,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
GENUINE SCOOTER CO.,23,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
GLOBAL ELECTRIC MOTORS,21,2007,E,ELECTRIC,"Light Duty (10,000 lbs GVWR or less)"
GMC,781,2007,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
GMC,2751,2007,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
GMC,10263,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HARLEY-DAVIDSON,4743,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HISUN,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HONDA,471,2007,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
HONDA,40009,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HUANAN GROUP CO. LTD,11,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HUMMER,1284,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HUSABERG,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HYOSUNG,35,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HYUNDAI,6606,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
INFINITI,3464,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ISUZU,102,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JAGUAR,386,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JEEP,39,2007,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
JEEP,745,2007,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
JEEP,7969,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JMSTAR,2,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KANDI,2,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KAWASAKI,1441,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KIA,4541,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KTM,78,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KYMCO USA INC,34,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LAMBORGHINI,12,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LANCE POWERSPORTS,8,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LAND ROVER,492,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LEXUS,435,2007,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
LEXUS,10559,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LIFAN INDUSTRY (GROUP) CO LTD,9,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LINCOLN,728,2007,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
LINCOLN,2749,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LINHAI,4,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LOTUS,12,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
M. V. AGUSTA,15,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MASERATI,41,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MAYBACH,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MAZDA,3605,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MEITIAN,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,202,2007,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,5901,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,12,2007,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,1068,2007,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,1352,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MINI,536,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MITSUBISHI,1641,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MOTO GUZZI,26,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,28,2007,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,1817,2007,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,15049,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PEACE SPORTS,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PIAGGIO,34,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
POLARIS,7,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PONTIAC,1,2007,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
PONTIAC,3470,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PORSCHE,521,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
QIANJIANG,29,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
RIDLEY MOTORCYCLE COMPANY,5,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROKETA,7,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROLLS-ROYCE,3,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROYAL ENFIELD MOTORS,3,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SAAB,396,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SATURN,59,2007,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
SATURN,2980,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SHANGHAI JIANSHE MOTORCYCLE CO LTD,15,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUBARU,882,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUZUKI,3009,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SYM,9,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TAOTAO GROUP CO. LTD.,4,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TGB,7,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
THUNDER MOUNTAIN CUSTOMS,14,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,2691,2007,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,48333,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TRIUMPH MOTORCYCLE,163,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
UNKNOWN,187,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
URAL,8,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
V8 CHOPPERS LLC,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VESPA,111,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VICTORY MOTORCYCLES,96,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,4,2007,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,2753,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLVO,2160,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WANGYE,3,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WORKHORSE CUSTOM CHASSIS,3,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
XINGYUE,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YAMAHA,1916,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ZONGSHEN,1,2007,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ACURA,4597,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AMERICAN IRON HORSE,1,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
APRILIA,34,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ARCTIC CAT,3,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ASTON MARTIN,24,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AUDI,1284,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AVANTI,29,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENTLEY,66,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENZHOU,1,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BIG BEAR CHOPPERS,3,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BIG DOG,33,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BMW,7842,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BOMBARDIER RECREATIONAL PRODUCTS INC.,1,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BOSS HOSS CYCLE INC,1,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BUELL,71,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BUICK,3056,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CADILLAC,4934,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CAN-AM,147,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CF MOTO,23,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,127,2008,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,1206,2008,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,11193,2008,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
CHEVROLET,24246,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHRYSLER,516,2008,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
CHRYSLER,6466,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
CHUANL,12,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DODGE,926,2008,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
DODGE,1102,2008,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
DODGE,13229,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
DUCATI,115,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FERRARI,23,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FORD,244,2008,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
FORD,3121,2008,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
FORD,7012,2008,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
FORD,34743,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
FREIGHTLINER,58,2008,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
GENUINE SCOOTER CO.,27,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
GLOBAL ELECTRIC MOTORS,17,2008,E,ELECTRIC,"Light Duty (10,000 lbs GVWR or less)"
GMC,60,2008,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
GMC,514,2008,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
GMC,1440,2008,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
GMC,7878,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HARLEY-DAVIDSON,3843,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HENSIM,4,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HISUN,12,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HONDA,1,2008,N,COMPRESSED NATURAL GAS,"Light Duty (10,000 lbs GVWR or less)"
HONDA,480,2008,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
HONDA,38313,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HUANAN GROUP CO. LTD,7,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HUAWIN,11,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HUMMER,812,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HUSABERG,2,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HUSQVARNA,21,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HYOSUNG,14,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
HYUNDAI,6040,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
INFINITI,4896,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ISUZU,91,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JAGUAR,262,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JEEP,41,2008,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
JEEP,8493,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
JMSTAR,18,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KAWASAKI,1383,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KIA,4955,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KTM,94,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
KYMCO USA INC,19,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LAMBORGHINI,15,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LANCE POWERSPORTS,37,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LAND ROVER,1245,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LEXUS,573,2008,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
LEXUS,10102,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LIFAN INDUSTRY (GROUP) CO LTD,2,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LINCOLN,258,2008,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
LINCOLN,2335,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LINHAI,28,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
LOTUS,6,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
M. V. AGUSTA,6,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MASERATI,68,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MAYBACH,2,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MAZDA,2,2008,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
MAZDA,4871,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,374,2008,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
MERCEDES-BENZ,6553,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,46,2008,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,1154,2008,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
MERCURY,1904,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MIKILON MOTORS,1,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MINI,596,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MITSUBISHI,1337,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
MOTO GUZZI,11,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,44,2008,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,2525,2008,X,FLEXIBLE,"Light Duty (10,000 lbs GVWR or less)"
NISSAN,17350,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PIAGGIO,23,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
POLARIS,12,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PONTIAC,3296,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
PORSCHE,697,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
QIANJIANG,4,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
RIDLEY MOTORCYCLE COMPANY,1,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROKETA,23,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROLLS-ROYCE,1,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ROYAL ENFIELD MOTORS,6,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SAAB,331,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SATURN,25,2008,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
SATURN,2947,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SENDA MOTORS,2,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SMART,351,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUBARU,1258,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SUZUKI,2414,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
SYM,11,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TAOTAO GROUP CO. LTD.,2,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TESLA,4,2008,E,ELECTRIC,"Light Duty (10,000 lbs GVWR or less)"
THUNDER MOUNTAIN CUSTOMS,12,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,2777,2008,G,ELECTRIC AND GAS HYBRID,"Light Duty (10,000 lbs GVWR or less)"
TOYOTA,36032,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
TRIUMPH MOTORCYCLE,125,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
UNKNOWN,126,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
URAL,3,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
US TITAN,4,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
USA MOTORTOYS LLC,1,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VESPA,43,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VICTORY MOTORCYCLES,115,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,1,2008,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
VOLKSWAGEN,3084,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
VOLVO,2278,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
WANGYE,24,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
XIASHING,7,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
XINGYUE,11,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YAMAHA,1150,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
YIBEN,12,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ZHIWEI MOTORS,2,2008,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ACURA,3778,2009,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
APRILIA,70,2009,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ARCTIC CAT,1,2009,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
ASTON MARTIN,27,2009,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
AUDI,15,2009,D,DIESEL,"Light Duty (10,000 lbs GVWR or less)"
AUDI,1206,2009,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENTLEY,24,2009,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BENZHOU,5,2009,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
BIG BEAR CHOPPERS,2,2009,G,GAS,"Light Duty (10,000 lbs GVWR or less)"
