Make,COUNT(1),year_model,moves_adjusted_fuel_code,Fuel Detail,Duty
MOTOR COACH INDUSTRIES,6,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ORANGE EV,3,2023,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,12,2023,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,38,2023,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,863,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,5,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
RAM,322,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
RAM,31,2023,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,9,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,5,2023,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
TEMSA BUS,2,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TEREX / TEREX ADVANCE,26,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TERMINAL INVESTMENT CORP,59,2023,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,16,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TIFFIN MOTORHOMES INC,6,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VAN HOOL,2,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,394,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,1,2023,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,189,2023,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,74,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,19,2024,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,68,2024,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,191,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,127,2024,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CRANE CARRIER,1,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,9,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,69,2024,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,11,2024,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,578,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1,2024,9,Electric,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,15,2024,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
GMC,269,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,49,2024,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HINO,14,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,53,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
IC CORPORATION,39,2024,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,339,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,2,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,44,2024,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,347,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,152,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,1,2024,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,242,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,1,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,170,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,16,2024,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
