Make,COUNT(1),year_model,moves_adjusted_fuel_code,Fuel Detail,Duty
TRANSPORTATION MFG CORP.,3,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,7,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,5,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE/GMC,58,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WINNEBAGO,1,1990,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,42,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,77,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,191,1991,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,63,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,4,1991,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FEDERAL MOTORS,3,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,408,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,239,1991,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,8,1991,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,73,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1,1991,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,4,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,92,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,103,1991,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HINO,3,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,533,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,1,1991,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,40,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,42,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KOVATCH,4,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,94,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,3,1991,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
MARMON HERRINGTON,1,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,6,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,1,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,5,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,3,1991,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,61,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,2,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,4,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ROADMASTER RAIL,1,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,14,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,2,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,3,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,9,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,3,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE/GMC,52,1991,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,37,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,74,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,204,1992,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,96,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,13,1992,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EAGLE TRANSIT BUSES,1,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,2,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,417,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,342,1992,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,83,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GENESIS TRANSIT BUSES,1,1992,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,1,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,90,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,133,1992,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HINO,8,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,389,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,2,1992,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,49,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,37,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KOVATCH,1,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,91,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,1,1992,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,10,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,11,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,30,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,4,1992,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,78,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,6,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,4,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ROADMASTER RAIL,10,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,24,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,3,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,16,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,5,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,4,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WHITE/GMC,47,1992,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,29,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,101,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,279,1993,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,176,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,11,1993,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,6,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FLXIBLE TRANSIT BUS,1,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,647,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,357,1993,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,5,1993,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,149,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,2,1993,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GENESIS TRANSIT BUSES,3,1993,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GMC,89,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,125,1993,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HINO,1,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HUMMER,7,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,552,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,75,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,4,1993,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,74,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KOVATCH,2,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,158,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,1,1993,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,15,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,9,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,33,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,1,1993,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,105,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,5,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,3,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ROADMASTER RAIL,6,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,43,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,1,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,2,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,13,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VAN HOOL,1,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,3,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,8,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,1,1993,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
WHITE/GMC,89,1993,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,34,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,216,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,429,1994,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CRANE CARRIER,1,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,154,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,25,1994,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,1,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
EVOBUS,1,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,806,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,585,1994,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,10,1994,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,176,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,2,1994,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,4,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,202,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,119,1994,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HENDRICKSON,1,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HINO,2,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HUMMER,9,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,437,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,1,1994,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,86,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,23,1994,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,112,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KOVATCH,1,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,174,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,13,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,12,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,40,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,138,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,9,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,5,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ROADMASTER RAIL,4,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SEAGRAVE FIRE APPARATUS,1,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,56,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,1,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,2,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
TRANSPORTATION MFG CORP.,1,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,32,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VAN HOOL,2,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,1,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,7,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,1,1994,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
WHITE/GMC,117,1994,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,28,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,234,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,521,1995,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,379,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,65,1995,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DUPLEX,1,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
EL DORADO,1,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,9,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,1234,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,740,1995,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,13,1995,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,323,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,2,1995,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GENESIS TRANSIT BUSES,7,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,5,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,209,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,143,1995,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HENDRICKSON,2,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HINO,3,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HUMMER,15,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HUMMER,9,1995,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,1021,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,1,1995,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,137,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,25,1995,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,126,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KOVATCH,2,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,209,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,16,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,8,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,29,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,125,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,7,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,6,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ROADMASTER RAIL,13,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SEAGRAVE FIRE APPARATUS,1,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,43,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,1,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,1,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,46,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VAN HOOL,2,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,2,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,8,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,1,1995,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
WHITE/GMC,220,1995,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ADVANCE MIXER,1,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,35,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,134,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,331,1996,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CRANE CARRIER,1,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,431,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,80,1996,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,2,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,829,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,580,1996,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,7,1996,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,392,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1,1996,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
GENESIS TRANSIT BUSES,1,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,5,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,136,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,119,1996,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HENDRICKSON,1,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HINO,1,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HUMMER,9,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HUMMER,2,1996,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,979,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,1,1996,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,78,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,32,1996,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,160,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KOVATCH,3,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,240,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MARMON HERRINGTON,1,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,13,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,14,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OTTAWA,2,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,183,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,8,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,9,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ROADMASTER RAIL,15,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SEAGRAVE FIRE APPARATUS,1,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,44,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,3,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,11,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VAN HOOL,4,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,106,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,20,1996,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,1,1996,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,42,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,188,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,388,1997,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
CRANE CARRIER,1,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,507,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,41,1997,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,2,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,1486,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,1150,1997,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,17,1997,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,537,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,2,1997,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,2,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,172,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
GMC,118,1997,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
HENDRICKSON,1,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
HUMMER,11,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,995,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
INTERNATIONAL,1,1997,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,118,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ISUZU,85,1997,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
KENWORTH,128,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
KOVATCH,1,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MACK,252,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MITSUBISHI FUSO TRUCK OF AMERICA INC,10,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
MOTOR COACH INDUSTRIES,16,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
NEW FLYER,1,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OSHKOSH MOTOR TRUCK CO.,3,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
OTTAWA,2,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PETERBILT,170,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PIERCE MFG. INC.,10,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
PREVOST,11,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
ROADMASTER RAIL,13,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SPARTAN MOTORS,40,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
SUTPHEN CORP.,1,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
THOMAS,6,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
UD TRUCKS,24,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VAN HOOL,2,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
VOLVO,118,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
WESTERN STAR,12,1997,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
AMERICAN LA FRANCE,1,1998,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
BLUE BIRD,66,1998,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHANCE COACH TRANSIT BUS,1,1998,3,CNG,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,219,1998,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
CHEVROLET,445,1998,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,586,1998,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
DODGE,70,1998,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
EAGLE TRANSIT BUSES,1,1998,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
EL DORADO,1,1998,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
EMERGENCY ONE,7,1998,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
EVOBUS,1,1998,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,706,1998,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FORD,618,1998,1,Gasoline,"Heavy Duty (GVWR>10,000 lbs)"
FORD,17,1998,4,Propane,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,751,1998,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
FREIGHTLINER,1,1998,0,Unknown,"Heavy Duty (GVWR>10,000 lbs)"
GILLIG,1,1998,2,Diesel,"Heavy Duty (GVWR>10,000 lbs)"
