Record Type,Make,Body Type
VEH,FRHT,TRAC
VEH,FRIE,TRAC
VEH,FTL,TRAC
VEH,FRHTT,TRAC
VEH,FTLR,TRAC
VEH,FREIG,FLAT
VEH,FR/LI,TRAC
VEH,FREIH,TRAC
VEH,FR/GL,TRAC
VEH,FT/LR,TRAC
VEH,FREIG,CMIX
VEH,FRIEG,FLAT
VEH,FTLR,DUMP
VEH,FRIGH,DUMP
VEH,FREIG,TR/C
VEH,FRETL,DUMP
VEH,FREIT,DUMP
VEH,FRHT,DUMP
VEH,FRIEG,DUMP
VEH,FRE,DUMP
VEH,FRT,DUMP
VEH,FRTLN,UTIL
VEH,SHOWH,H/WH
VEH,FRIE,UTIL
VEH,FRHT,CMIX
VEH,FREIG,RBM
VEH,FRIEG,CMIX
VEH,FREI,CMIX
VEH,FREIG,RD/S
VEH,FR/LI,FLAT
VEH,FRHT,TR/C
VEH,FRIEG,TRAC
VEH,FREIG,W/SR
VEH,FREIG,TOW
VEH,FRGHT,DUMP
VEH,FREIG,FPM
VEH,FRHT,FLAT
VEH,FTL,DUMP
VEH,DI/ME,DUMP
VEH,FREIG,T/CR
VEH,FREG,DUMP
VEH,FRELI,DUMP
VEH,FRHT,REFG
VEH,FRHT,PICK
VEH,FRHT,S/SP
VEH,GREIG,UTIL
VEH,FREIG,W/DR
VEH,FREIG,P/SH
VEH,FRIEG,TANK
VEH,NATIO,TR/C
VEH,FERIG,DUMP
VEH,FEEIG,TANK
VEH,FTL,TANK
VEH,FRELI,FLAT
VEH,FREIT,UTIL
VEH,FRIEG,TR/C
VEH,FYDA,VAN
VEH,FRIGH,TR/C
VEH,FERIG,DELV
VEH,FYDA,TANK
VEH,FRIEG,W/SR
VEH,FRTLI,VAN
VEH,FTLR,TANK
VEH,FR/LI,TR/C
VEH,FRTL,REFG
VEH,FTLR,VAN
VEH,FRTL,UTIL
VEH,FRIEG,STAK
VEH,FRIGH,FLAT
VEH,FRGHT,UTIL
VEH,FRIGH,UTIL
VEH,FTL,VAN
VEH,SENCA,H/WH
VEH,FREI,DUMP
VEH,FTLR,FLAT
VEH,JAY,H/WH
VEH,FLTR,VAN
VEH,TU/TP,VAN
VEH,FRE,UTIL
VEH,FRTLR,UTIL
VEH,KSIR,UTIL
VEH,FREIG,AMBU
VEH,FRHT,TANK
VEH,FRIEG,TOW
VEH,FRIEG,REFG
VEH,FRH,VAN
VEH,FRGHT,TOW
VEH,FREIG,4DSD
VEH,FRH,UTIL
VEH,FERIG,REFG
VEH,FRH,TR/C
VEH,FR/CO,VAN
VEH,FR/HT,UTIL
VEH,FRI,DELV
VEH,FERIG,TOW
VEH,FREI,SEMI
VEH,FR/LI,STAK
VEH,FREHT,UTIL
VEH,FRH,DELV
VEH,FT/LR,VAN
VEH,FREIG,SWT
VEH,FRIGH,TOW
VEH,FTL,DELV
VEH,FREIH,REFG
VEH,FRE,REFG
VEH,EMBAS,BUS
VEH,FRGTL,TRAC
VEH,FRTL,TRAC
VEH,WLLS,UTIL
VEH,SPEC,CONV
VEH,CIMAT,MOPD
VEH,SHIPM,BOAT
VEH,OAKLA,CONV
VEH,OAKL,4DSD
VEH,WLLS,2DSD
VEH,AH/FO,FIRE
VEH,P&H,P/SH
VEH,HARSC,DUMP
VEH,BMYH,DUMP
VEH,JO/DO,RBM
VEH,GRAEX,RBM
VEH,ASSEM,2DSD
VEH,JA/BA,MCY
VEH,MG/TD,CONV
VEH,WALDO,RD/S
VEH,STUDE,TANK
VEH,INTER,4DSD
VEH,INTLN,SUBN
VEH,WHITE,SUBN
VEH,REC,CONV
VEH,CAD,SUBN
VEH,TOYOT,H/WH
VEH,KENTW,TRAC
VEH,KUBOT,T/CR
VEH,BAJA,MOPD
VEH,KENW,TRAC
VEH,DURAN,4DSD
VEH,STUT,2DSD
VEH,DURAN,2DSD
VEH,PANTH,MCY
VEH,ALVIS,2DSD
VEH,WALDE,P/SH
VEH,SHIPM,TRLR
VEH,ALLIS,RBM
VEH,KLAUR,RBM
VEH,WHIT,SUBN
VEH,VOGUE,H/WH
TRL,GLT,TRLR
VEH,HEND,MCY
VEH,PAC,4DSD
VEH,LARRA,FLAT
VEH,ALVIS,CONV
VEH,HOUGH,RBM
VEH,METEO,2DSD
VEH,WH/SC,PICK
VEH,SK/KA,TRLR
VEH,AM,PICK
VEH,KODIA,SN/P
VEH,CRANE,W/DR
VEH,DIE,CONV
VEH,PACKA,HRSE
VEH,KODIA,RBM
VEH,BRIG,MCY
VEH,LINDY,H/WH
VEH,MOT,MCY
VEH,LANDR,SEDN
VEH,LA/RO,SEDN
VEH,LA/RO,UTIL
VEH,LAVER,MCY
VEH,TR/TR,FLAT
VEH,GAZ,CONV
VEH,WILLE,SUBN
VEH,AUBUR,4DSD
VEH,AM,UTIL
VEH,KOBEL,UTIL
VEH,CR/CA,W/DR
VEH,OSHKO,S/SP
VEH,ROLLS,CONV
VEH,CLEVE,4DSD
VEH,LA/RO,CONV
VEH,SACH,MCY
VEH,SICAR,????
VEH,AS/MA,SEDN
VEH,PON,4DSD
VEH,MASSE,P/SH
VEH,FARMA,UTIL
VEH,HONFA,MCY
VEH,ALLIS,????
VEH,LO/RO,4DSD
VEH,BMY,W/DR
VEH,PIE,4DSD
VEH,MAICO,MCY
VEH,BROCK,SUBN
VEH,SUBN,SUBN
VEH,VOLK,SUBN
VEH,GR/SC,UTIL
VEH,MAXIM,FIRE
VEH,SSI,CONV
VEH,BMV,2DSD
VEH,VO/WA,VAN
VEH,AMGE,SUBN
VEH,SE/EQ,RBM
VEH,FARMT,TRAC
VEH,LNDRO,2DSD
VEH,LA/RA,SUBN
VEH,ROVER,SEDN
VEH,LNR,SUBN
VEH,LA/LO,PICK
VEH,LANDR,UTIL
VEH,GARDE,4DSD
VEH,AMGEN,PICK
VEH,LAYMO,RBM
VEH,PON,CONV
VEH,PONTA,CONV
VEH,POINT,CONV
VEH,PONIT,CONV
VEH,PON,2DSD
VEH,BRO,CONV
VEH,AUTSI,CONV
VEH,GTO,2DSD
VEH,PONTU,2DSD
VEH,PONIT,2DSD
VEH,DHEN,MCY
VEH,CO/DI,TRAC
VEH,KA/JE,PICK
VEH,SELLI,P/SH
VEH,MACK,FPM
VEH,VPLKS,SUBN
VEH,PAC,CONV
VEH,BURRO,RBM
VEH,LEMAN,CONV
VEH,GTO,CONV
VEH,BERMU,MCY
VEH,VW,VAN
VEH,LEMAN,2DSD
VEH,PONI,2DSD
VEH,PONIA,CONV
VEH,TEMPE,2DSD
VEH,MO/GO,MCY
VEH,DROTT,????
VEH,PACK,R/RD
VEH,BUFFA,RBM
VEH,JENSE,CONV
VEH,JENSE,2DSD
VEH,AM/GE,W/SR
VEH,BMY,PICK
VEH,HARSC,FLAT
VEH,BMY,VAN
VEH,BMY,H/WH
VEH,BMY,TANK
VEH,BULTA,MCY
VEH,HELI,RBM
VEH,BM/HA,STAK
VEH,HARSC,STAK
VEH,FORS,CONV
VEH,MARAT,H/WH
VEH,BRIDG,MCY
VEH,MERCU,PICK
VEH,TAMPO,RBM
VEH,BRIST,BUS
VEH,DEERE,EMVR
VEH,EZGO,ATV
VEH,ODYSS,MOPD
VEH,LASAL,SEDN
VEH,FORD,SN/P
VEH,SAXON,CONV
VEH,METZ,CONV
VEH,IN/HO,RBM
VEH,TR/LO,P/SH
VEH,CONSO,TRAC
VEH,AMGN,PICK
VEH,HOLSM,CONV
VEH,PONYI,CONV
VEH,FIREB,2DSD
VEH,POT,2DSD
VEH,AMERI,PICK
VEH,VLV,4DSD
VEH,MITSU,SWT
VEH,VOLVO,SWT
VEH,FARMA,????
VEH,PANHA,2DSD
VEH,DREAM,H/WH
VEH,NORTN,MCY
VEH,JENSE,SEDN
VEH,LMABR,MCY
VEH,WIRTG,RBM
VEH,NE/HO,RD/S
VEH,ALVI,CONV
VEH,PORC,2DSD
VEH,IMPAL,2DSD
VEH,CHERY,P/SH
VEH,AH/FO,FLAT
VEH,KOMAT,S/SP
VEH,VIPER,P/SH
VEH,NEWID,TRLR
VEH,DATSU,CONV
VEH,DATSU,2DSD
VEH,GILSO,RD/S
VEH,SAMSU,P/SH
VEH,MILLE,S/SP
VEH,BLK,MCY
VEH,FWD,UTIL
VEH,LADA,4DSD
VEH,TAKEU,SWT
VEH,SANFO,FIRE
VEH,CHEVR,W/SR
VEH,CIT,SUBN
VEH,MALAG,MOPD
VEH,JCB,EMVR
VEH,DUNST,MCY
VEH,JACOB,EMVR
VEH,KRUP,TR/C
VEH,TOYOT,RBM
VEH,NEHO,UTIL
VEH,NEHOL,RBM
VEH,AL/CH,RBM
VEH,CHVER,4DSD
VEH,AM/G,PICK
VEH,NORTO,????
VEH,GLA,2DSD
VEH,BOMBA,SWT
VEH,KENWO,H/WH
VEH,TAKEU,EMVR
VEH,HOMEM,RPLC
VEH,STONE,R/RD
VEH,SM/SN,SN/P
VEH,DONGF,MOPD
VEH,FERRI,2DSD
VEH,FLATA,RBM
VEH,TAILG,MOPD
VEH,SULLA,RBM
VEH,DIAT,PICK
VEH,MG/TD,2DSD
VEH,CATAP,RBM
VEH,YALE,RBM
VEH,WSK,MCY
VEH,BIANC,MCY
VEH,GAZ,2DSD
VEH,SICAR,SN/P
VEH,CRETE,SWT
VEH,KAIS,4DSD
VEH,SNOWM,SN/P
VEH,SWING,T/CR
VEH,BMY,STAK
VEH,STERL,BOAT
VEH,RELIA,CONV
VEH,TORO,ATV
VEH,DAIML,2DSD
VEH,MER,SUBN
VEH,HENDE,MCY
VEH,FPRD,CONV
VEH,PE/BI,TRAC
VEH,KEN,TRAC
VEH,WESTW,MCY
VEH,INTER,MCY
VEH,GO,MCY
VEH,WE/FA,MCY
VEH,WEIN,MCY
VEH,WE/IN,MCY
VEH,GOMCY,MCY
VEH,PONIA,2DSD
VEH,PONTC,SEDN
VEH,WSTR,TOW
VEH,WESTR,UTIL
VEH,WESTM,DUMP
VEH,WESTN,DUMP
VEH,WSTR,STAK
VEH,WESTE,S/SP
VEH,WE/ST,H/WH
VEH,TOR,RBM
VEH,UUU,RBM
VEH,MANTI,TR/C
VEH,TRECA,UTIL
VEH,TRECA,S/SP
TRL,TRECA,UTIL
VEH,PONTI,TRLR
VEH,TY,TAXI
VEH,LEXUS,2DSD
VEH,LEXUS,UTIL
VEH,BK,SUBN
VEH,TOYOT,STAK
VEH,TYOUT,4DSD
VEH,TOYOS,4DSD
VEH,TPYOT,4DSD
VEH,SUXUK,SUBN
VEH,SUZUK,CONV
VEH,SUZSU,2DSD
VEH,SUZUK,2DSD
VEH,LND,SUBN
VEH,JAQUA,2DSD
VEH,BAGGE,MCY
VEH,PREVO,H/WH
VEH,MARP,H/WH
VEH,PROVO,H/WH
VEH,VANTR,H/WH
VEH,VANTA,H/WH
VEH,MA/CO,H/WH
VEH,PREVO,VAN
VEH,PROVO,BUS
VEH,PREV,BUS
VEH,PRE,BUS
VEH,PREV,H/WH
VEH,MACK,PICK
VEH,LFS,BUS
VEH,LES,BUS
VEH,NFS,BUS
VEH,PETER,W/SR
VEH,PETTE,FLAT
VEH,PTRB,DELV
VEH,PETER,T/CR
VEH,PETER,CMIX
VEH,PTRBL,TANK
VEH,PET,DUMP
VEH,PE/BI,TANK
VEH,PTRB,T/CR
VEH,PTRB,TANK
VEH,PTRB,FLAT
VEH,PETRB,FLAT
VEH,TANK,TANK
VEH,PTRB,TOW
VEH,PETEV,VAN
VEH,PTR,DUMP
VEH,PBLT,UTIL
VEH,PET,VAN
VEH,PET,DELV
VEH,PERER,TANK
VEH,PERBI,TANK
VEH,PETEB,TOW
VEH,PTRBT,SEMI
VEH,PET,TOW
VEH,PE/BI,TOW
VEH,PTRB,VAN
VEH,PE/BU,DUMP
VEH,PETE,VAN
VEH,PETER,TRLR
VEH,PETE,FLAT
VEH,PETE,TANK
VEH,PTERB,DUMP
VEH,STAHL,UTIL
VEH,PEERB,UTIL
VEH,PETER,FIRE
VEH,PETER,H/WH
VEH,PERTE,DUMP
VEH,PERTE,FLAT
VEH,PETER,SUBN
VEH,PT/BL,DUMP
VEH,PERER,VAN
VEH,PET,UTIL
VEH,PTB,VAN
VEH,PTRBL,FLAT
VEH,PTRB,TRAC
VEH,PRTER,TANK
VEH,PTBR,TANK
VEH,PET,TANK
VEH,PETE,2DSD
VEH,PETEB,TANK
VEH,PE/BL,DUMP
VEH,PE/BU,TANK
VEH,PE/BU,VAN
VEH,PETER,REFG
VEH,KENSW,VAN
VEH,KENWO,2DSD
VEH,KEN,TOW
VEH,KENW,STAK
VEH,KENNW,TANK
VEH,KENSW,DUMP
VEH,KENW,UTIL
VEH,KENSW,DELV
VEH,KENOW,TANK
VEH,KENWO,FPM
VEH,KEN,TANK
VEH,KENTW,TANK
VEH,KENSW,TANK
VEH,KENWD,TR/C
VEH,KW,UTIL
VEH,KW,DELV
VEH,KEMWO,UTIL
VEH,KENW,FLAT
VEH,KENWO,PICK
VEH,KENIL,DELV
VEH,CONST,PICK
VEH,KENIL,TANK
VEH,KENSW,UTIL
VEH,KENIL,UTIL
VEH,KENNW,FIRE
VEH,KW,VAN
VEH,KENSW,CMIX
VEH,KEN,UTIL
VEH,KW,STAK
VEH,KENMO,DUMP
VEH,KEN,2DSD
VEH,KE/WO,TANK
VEH,KENIL,FLAT
VEH,KENW,REFG
VEH,KENCO,DELV
VEH,KNEWO,DUMP
VEH,KENCO,TANK
VEH,KENIL,DUMP
VEH,KEWOR,DELV
VEH,KENCO,DUMP
VEH,KENW,PICK
VEH,BR/TA,TANK
VEH,KENWO,S/SP
VEH,KEMWO,VAN
VEH,KENIL,VAN
VEH,KEWOR,FLAT
VEH,DUMP,DUMP
VEH,KEWOR,VAN
VEH,KEMWO,TANK
VEH,KEMWO,DUMP
VEH,KENSW,STAK
VEH,KENWR,TANK
VEH,KENNW,UTIL
VEH,KENSW,RD/S
VEH,KENWR,DUMP
VEH,KW,TOW
VEH,K,FLAT
VEH,KENTW,FLAT
VEH,KENSW,FLAT
VEH,KENIW,TOW
VEH,KENTW,DELV
VEH,KNNW,VAN
VEH,KENTW,TOW
VEH,KENWI,FLAT
VEH,KENW,TOW
VEH,KENT,TOW
VEH,KENW,VAN
VEH,KE/WO,VAN
VEH,KENCO,FLAT
VEH,KENSI,FLAT
VEH,KENCO,VAN
VEH,KE/WO,UTIL
VEH,KEN,T/CR
VEH,KENWH,UTIL
VEH,KENWI,DUMP
VEH,KENTW,FIRE
VEH,KENWO,CUST
VEH,KENOW,TOW
VEH,KENNW,DUMP
VEH,KENMO,TANK
VEH,KENCO,UTIL
VEH,MCI,BUS
VEH,MCIN,BUS
VEH,MARAT,RBM
VEH,MACKS,DUMP
VEH,MACK,T/CR
VEH,MAC,DUMP
VEH,MACK,SN/P
VEH,MACK,S/SP
VEH,MACK,2DSD
VEH,MACK,W/DR
VEH,MACK,TOW
VEH,MACK,TR/C
VEH,MERCU,UTIL
VEH,MCIBU,BUS
VEH,MERUC,4DSD
VEH,MRECU,4DSD
VEH,LINCO,HRSE
VEH,LINCO,H/IN
VEH,DOD,4DSD
VEH,LION,DELV
VEH,CHERY,4DSD
VEH,ASVE,2DSD
VEH,CATIP,P/SH
VEH,CHEVO,2DSD
VEH,PONTI,PICK
VEH,KOVAT,FIRE
VEH,INTNL,DUMP
VEH,ITNER,TRAC
VEH,NAVIS,TANK
VEH,ACURA,SEDN
VEH,ACU,4DSD
VEH,HONA,PICK
VEH,HONDP,PICK
VEH,HONDA,CONV
VEH,HOND,4DSD
VEH,HODNA,4DSD
VEH,CIVIC,4DSD
VEH,HOND,2DSD
VEH,GR/WE,BUS
VEH,GRAND,BUS
VEH,NELSO,RBM
VEH,BRIGH,VAN
VEH,CHEVT,2DSD
VEH,CHEBR,4DSD
VEH,CHECR,4DSD
VEH,CHEVE,4DSD
VEH,CEHVR,CONV
VEH,CHEBR,CONV
VEH,CHEVR,SN/P
VEH,CHERV,SUBN
VEH,ELK,H/WH
VEH,LE/CR,H/WH
VEH,PASSP,H/WH
VEH,LEISU,H/WH
VEH,TR/NO,H/WH
VEH,COBRA,H/WH
VEH,UTILI,PICK
VEH,WNBGO,2DSD
VEH,CH/JA,H/WH
VEH,JAMEE,H/WH
VEH,MALLA,H/WH
VEH,RAIN,H/WH
VEH,HERIT,H/WH
VEH,COZYC,H/WH
VEH,ITASH,H/WH
VEH,TR/MA,H/WH
VEH,CHEVY,H/WH
VEH,CHEVR,H/TR
VEH,CUT,H/WH
VEH,CONQU,H/WH
VEH,TI/AR,H/WH
VEH,WI/MI,H/WH
VEH,TOMMY,H/WH
VEH,CO/SQ,H/WH
VEH,REALL,H/WH
VEH,SQUIR,H/WH
VEH,LA/DZ,H/WH
VEH,CROSS,VAN
VEH,SPRIN,H/WH
VEH,TIOGA,UTIL
VEH,RALLY,H/WH
VEH,CHAMP,H/WH
VEH,HONEY,VAN
VEH,MALLA,H/TR
VEH,FRONT,H/WH
VEH,COACH,FLAT
VEH,CA/IN,H/WH
VEH,TIO,H/WH
VEH,PRELU,H/WH
VEH,TELST,H/WH
VEH,LEGEN,H/WH
VEH,MO/TR,H/WH
VEH,CAMPM,H/WH
VEH,CCM,H/WH
VEH,JAMB,H/WH
VEH,LAGUN,H/WH
VEH,SE/SE,H/WH
VEH,JA/SE,H/WH
VEH,LI/ST,H/WH
VEH,RE/LI,H/WH
VEH,CR/AI,H/WH
VEH,FIREN,H/WH
VEH,HORNE,H/WH
VEH,CAMPI,H/WH
VEH,CH/ES,H/WH
VEH,ESC,H/WH
VEH,EXCAP,H/WH
VEH,CHERV,H/WH
VEH,CHAVR,VAN
VEH,COUGA,2DSD
VEH,FO/MU,CONV
VEH,STERL,S/SP
VEH,STERL,TRAC
VEH,STER,TANK
VEH,STERL,TR/C
VEH,STERL,W/DR
VEH,STERL,CMIX
VEH,STIRL,TANK
VEH,STERL,W/SR
VEH,STERL,P/SH
VEH,STIRL,DUMP
VEH,STERL,SN/P
VEH,STER,DUMP
VEH,STRG,TRAC
VEH,STE,DUMP
VEH,ST/TR,UTIL
VEH,STIRL,FLAT
VEH,STLG,DUMP
VEH,STE,TRAC
VEH,STLG,UTIL
VEH,STRG,FLAT
VEH,STRG,TANK
VEH,STE,TANK
VEH,STRG,DELV
VEH,STRG,UTIL
VEH,STE,UTIL
VEH,ST/AC,DUMP
VEH,STERL,R/RD
VEH,SERLI,UTIL
VEH,STERL,FPM
VEH,STIRL,W/DR
VEH,STERL,SEMI
VEH,STE,DELV
VEH,SATUR,FLAT
VEH,SERLI,CMIX
VEH,STE,FLAT
VEH,STE,TR/C
VEH,STER,RBM
VEH,STREL,DUMP
VEH,WSTRG,DUMP
VEH,STLG,FLAT
VEH,STERL,2DSD
VEH,STRG,TR/C
VEH,STLG,TRAC
VEH,STIG,UTIL
VEH,VACTR,DUMP
VEH,STLG,TANK
VEH,ST/AC,TR/C
VEH,ST/AC,UTIL
VEH,ST/AC,SN/P
VEH,STER,DELV
VEH,DUECO,UTIL
VEH,STER,UTIL
VEH,STRG,VAN
VEH,ST/AC,TANK
VEH,STERI,TANK
VEH,ST/AC,FLAT
VEH,ST/TR,DELV
VEH,ACTER,DUMP
VEH,ST/AC,VAN
VEH,ST/AC,STAK
VEH,STER,VAN
VEH,STEM,FLAT
VEH,ST/TR,FLAT
VEH,STERI,DUMP
VEH,STL,DUMP
VEH,STRG,2DSD
VEH,STERI,FLAT
VEH,STRG,TOW
VEH,STLG,PICK
VEH,STRL,FLAT
VEH,STERL,H/WH
VEH,STIRL,TRAC
VEH,FREIH,DUMP
VEH,FLEET,DUMP
VEH,FRGHT,TRAC
VEH,FROD,PICK
VEH,ZENN,LSV
VEH,FORD,SEMI
VEH,TRK,PICK
VEH,FORDQ,4DSD
VEH,EASYC,P/SH
VEH,EAGLE,4DSD
VEH,DODHE,SUBN
VEH,LSMAN,CONV
VEH,XPLOR,H/WH
VEH,HM&PK,H/WH
VEH,DOGDE,SUBN
VEH,ARGO,ATV
VEH,CAMPA,MCY
VEH,COMPA,MCY
VEH,CRBN,MCY
VEH,CPNA,MCY
VEH,CAMP,MCY
VEH,CRB,MCY
VEH,CIRBI,MCY
VEH,CR/BN,MCY
VEH,CA/MO,MCY
VEH,RAM,HRSE
VEH,DODGE,TAXI
VEH,DODGE,HRSE
VEH,ELDOR,VAN
VEH,CHRYS,H/IN
VEH,CHRYS,HRSE
VEH,CHRYS,TAXI
VEH,CHYRS,SUBN
VEH,CHRYH,SUBN
VEH,CHRY,SUBN
VEH,CHR,4DSD
VEH,CHRYD,4DSD
VEH,CHYSL,4DSD
VEH,CHRSY,4DSD
VEH,CHRYS,LIM
VEH,CHVER,PICK
VEH,GEO,2DSD
VEH,GEO,4DSD
VEH,GEO,SUBN
VEH,GEO,CONV
VEH,AMER,4DSD
VEH,EAGLE,SUBN
VEH,DODG,VAN
VEH,HM/PK,H/WH
VEH,DODGE,H/TR
VEH,HO/PA,H/WH
VEH,PLEA,H/WH
VEH,AM/CR,H/WH
VEH,DODGZ,H/WH
VEH,PL/WY,CUST
VEH,HPB,H/WH
VEH,HMPK,SUBN
VEH,PLEAR,H/WH
VEH,XPLO,H/WH
VEH,XP/DO,H/WH
VEH,ORION,BUS
VEH,CN/AM,MCY
VEH,CA/MA,MCY
VEH,BO/RE,MCY
VEH,BMBR,MCY
VEH,BOMBA,MCY
VEH,CA/AN,MCY
VEH,BO,MCY
VEH,CANA,MCY
VEH,BM/BR,MCY
VEH,SPYDE,MCY
VEH,CAAM,MCY
VEH,CAN,MCY
VEH,BMB,MCY
VEH,CANM,MCY
VEH,BOMB,MCY
VEH,DEG,MCY
VEH,JOHN,ATV
VEH,JO/DR,ATV
VEH,JO/DE,ATV
VEH,JD,ATV
VEH,DEERE,ATV
VEH,JDATV,ATV
VEH,CONAM,ATV
VEH,BOMB,ATV
VEH,BOMAM,ATV
VEH,SEA,ATV
VEH,CAAM,ATV
VEH,BOMBR,ATV
VEH,BAMBA,ATV
VEH,BOMBM,ATV
VEH,BOMAD,ATV
VEH,BO/BA,ATV
VEH,BOMBE,ATV
VEH,TRAXT,ATV
VEH,BOMA,ATV
VEH,BOMBI,ATV
VEH,BOMBD,ATV
VEH,BOMBS,ATV
VEH,UBL,MCY
VEH,AUROR,CONV
VEH,LION,TRAC
VEH,LION,VAN
VEH,ALLI,RD/S
VEH,ALLIA,RD/S
VEH,HA/DA,MCC
VEH,WILLI,????
VEH,LASAL,PICK
VEH,HOLSC,TRLR
VEH,BADYE,RBM
VEH,LULL,SWT
VEH,EZ/RI,MOPD
VEH,SUPER,CONV
VEH,SELLI,SWT
VEH,MOTOM,MCY
VEH,NW/HO,EMVR
VEH,SCRB,CONV
VEH,CHEVA,CONV
VEH,CHEBR,2DSD
VEH,CHER,CONV
VEH,CHVR,CONV
VEH,NELSO,4DSD
VEH,CHEVY,SEDN
VEH,CORVT,2DSD
VEH,INGER,UTIL
VEH,INGER,EMVR
VEH,HOMEM,TRLR
VEH,POWER,RD/S
VEH,STD,MCY
VEH,KREID,MOPD
VEH,OVERL,CONV
VEH,MO/WA,MCY
VEH,KA/JE,STAK
VEH,HILLM,CONV
VEH,FANTI,MCY
VEH,PACK,PICK
VEH,UMC,MCY
VEH,UKC,MCY
VEH,ULTRA,MCY
VEH,UMCC,MCY
VEH,ULTR,MCY
VEH,AUCRA,2DSD
VEH,WILLI,H/WH
VEH,GRADA,T/CR
VEH,VELIE,CONV
VEH,FRANK,TR/C
VEH,OSHKO,W/DR
VEH,AL/RO,4DSD
VEH,JO/BE,TRAC
VEH,GLENH,S/SP
VEH,PETE,TRAC
VEH,AMGN,2DSD
VEH,FORDQ,SUBN
VEH,NSU,MCY
VEH,IN/RA,TR/C
VEH,INTEN,SUBN
VEH,INTL,CONV
VEH,WILLY,TRLR
VEH,VOVLO,2DSD
VEH,AMGE,4DSD
VEH,SPECI,2DSD
VEH,EAGLE,TRLR
VEH,JENS,CONV
VEH,INGER,T/CR
VEH,PE/PI,FIRE
VEH,OS/KO,SN/P
VEH,IN/RA,SWT
VEH,BREWS,4DSD
VEH,FORDP,2DSD
VEH,MEBE,4DSD
VEH,CJ,MCY
VEH,OSHKO,TR/C
VEH,AL/CH,UTIL
VEH,WSTR,H/WH
VEH,ALPIN,H/WH
VEH,AL/CO,H/WH
VEH,ALPI,H/WH
VEH,WEST,H/WH
VEH,LI/BT,TR/C
VEH,KE/WO,TRAC
VEH,JUGUA,4DSD
VEH,HDHM,PICK
VEH,MAXW,CONV
VEH,INGEB,RBM
VEH,FLAND,MCY
VEH,FORDT,4DSD
VEH,IR/RA,SWT
VEH,DYNAH,TR/C
VEH,SEAR,MCY
VEH,IR,R/RD
VEH,TERRA,2DSD
VEH,INGER,TRAC
VEH,OSHKO,PICK
VEH,TAMBL,2DSD
VEH,KAIS,PICK
VEH,BA/EI,MCY
VEH,PACKA,LIM
VEH,FRIE,H/WH
VEH,MALL,H/WH
VEH,GEB,H/WH
VEH,YANGT,MCY
VEH,PAIGE,4DSD
VEH,BMX,2DSD
VEH,CLARK,H/WH
VEH,CORTE,H/WH
VEH,JAGUA,SEDN
VEH,RENA,4DSD
VEH,HYSTE,TRLR
VEH,ALAMO,RBM
VEH,GE/PR,FLAT
VEH,ALPIN,2DSD
VEH,MASER,CONV
VEH,CHEVO,CONV
VEH,AMC,PICK
VEH,PONTI,CMIX
VEH,PLYM,SEDN
VEH,KABOT,TRAC
VEH,INTL,RBM
VEH,LULL,TR/C
VEH,VIXEN,H/WH
VEH,MGS,S/SP
VEH,PLYM,CONV
VEH,BOMBA,RD/S
VEH,LARER,MCY
VEH,VLKS,CONV
VEH,VO/WA,CONV
VEH,VOLKW,2DSD
VEH,VOLKW,CONV
VEH,VOLSK,CONV
VEH,VOLSW,CONV
VEH,CHETE,ATV
VEH,NABI,BUS
VEH,PONTA,4DSD
VEH,TRABA,SUBN
VEH,SKODA,4DSD
VEH,PLYNM,4DSD
VEH,DODGE,S/SP
VEH,MORIS,4DSD
VEH,VOL,CONV
VEH,ASM,2DSD
VEH,GINET,2DSD
VEH,BISCA,2DSD
VEH,VOLJS,CONV
VEH,WH/LA,STAK
VEH,TROJA,2DSD
VEH,VOLKD,CONV
VEH,VOLS,CONV
VEH,JE/HE,CONV
VEH,GRAHM,SEDN
VEH,DEVAU,2DSD
VEH,FOR,4DSD
VEH,IN/RO,RBM
VEH,CUSH,MCY
VEH,GINET,CONV
VEH,HON,MCY
VEH,FRAN,4DSD
VEH,BC/LO,P/SH
VEH,TE/DE,TR/C
VEH,PIER,4DSD
VEH,HUMPO,CONV
VEH,CITRE,4DSD
VEH,GILLI,BUS
VEH,GELLI,BUS
VEH,GILLO,BUS
VEH,FILLI,BUS
VEH,GULLI,BUS
VEH,GILLI,VAN
VEH,GI/LL,BUS
VEH,GL/LL,BUS
VEH,GILLL,BUS
VEH,GILL,BUS
VEH,EXECU,H/WH
VEH,GILLI,H/WH
VEH,GILLG,BUS
VEH,M G,CONV
VEH,METRO,2DSD
VEH,VIBRO,R/RD
VEH,STEWA,TRAC
VEH,FRANK,SUBN
VEH,INGET,RBM
VEH,DURAN,CONV
VEH,DYNA,P/SH
VEH,DODG,STAK
VEH,ALVIS,4DSD
VEH,AM/GN,SUBN
VEH,JA/BA,MOPD
VEH,FEDER,PICK
VEH,GATOR,BOAT
VEH,LANDR,CONV
VEH,FERR,2DSD
VEH,SK/TR,RBM
VEH,MASTE,SWT
VEH,KAR,2DSD
VEH,VOLS,2DSD
VEH,HUNDS,4DSD
VEH,OSHKO,FIRE
VEH,WENGE,TRLR
VEH,BL/BI,CONV
VEH,PLMOU,2DSD
VEH,KUBOT,S/SP
VEH,HOTCH,SUBN
VEH,STU,4DSD
VEH,JOHDE,????
VEH,MARMO,4DSD
VEH,KARMA,2DSD
