Record Type,Make,Body Type,Vehicle Category
VEH,BROS,R/RD,Passenger Truck
VEH,ADVAN,RBM,Single Unit Short-haul Truck
VEH,CHV,4DSD,Combination Long-haul Truck
VEH,NEWHO,SWT,Single Unit Long-haul Truck
VEH,SK/TR,P/SH,Motor Home
VEH,IN/HA,PICK,Passenger Truck
VEH,PORS,4DSD,Combination Long-haul Truck
VEH,INTL,SN/P,Other Buses
VEH,CONTI,UTIL,Transit Bus
VEH,MERZE,CONV,Light Commercial Truck
VEH,ME/B,2DSD,Other Buses
VEH,MERCE,SEDN,Single Unit Long-haul Truck
VEH,WA/SW,RBM,Single Unit Short-haul Truck
VEH,PYYMO,4DSD,Combination Long-haul Truck
VEH,AVANT,P/SH,Motor Home
VEH,RECMG,CONV,Light Commercial Truck
VEH,NAVI,SWT,Single Unit Long-haul Truck
VEH,NAVIG,EMVR,Passenger Car
VEH,SEWER,UTIL,Transit Bus
VEH,VOW,2DSD,Other Buses
VEH,GI/VA,UTIL,Transit Bus
VEH,EA/BE,FLAT,Combination Short-haul Truck
TRL,EAGER,FLAT,Combination Short-haul Truck
VEH,BEETL,2DSD,Other Buses
VEH,COM,2DSD,Other Buses
VEH,HUBER,????,Motorcycle
VEH,NE/HO,SN/P,Other Buses
VEH,DA/WO,P/SH,Motor Home
VEH,HUBWA,RBM,Single Unit Short-haul Truck
VEH,SQUIR,CONV,Light Commercial Truck
VEH,CUSTO,CUST,School Bus
VEH,AVANT,TRAC,Passenger Car
VEH,ME/BZ,CONV,Light Commercial Truck
VEH,ODB,UTIL,Transit Bus
VEH,AZTEC,2DSD,Other Buses
VEH,MB,4DSD,Combination Long-haul Truck
VEH,DIVCO,SUBN,Combination Short-haul Truck
VEH,SKOD,4DSD,Combination Long-haul Truck
VEH,ODB,RD/S,School Bus
VEH,MER/B,CONV,Light Commercial Truck
VEH,AUTOB,2DSD,Other Buses
VEH,KALME,TRAC,Passenger Car
VEH,KALAR,TRAC,Passenger Car
VEH,KAL,TRAC,Passenger Car
VEH,OTTA,TRAC,Passenger Car
VEH,KALMA,UTIL,Transit Bus
VEH,OTTWA,TRAC,Passenger Car
VEH,OTTW,TRAC,Passenger Car
VEH,KAIMA,TRAC,Passenger Car
VEH,KALMA,T/CR,Single Unit Short-haul Truck
VEH,KALM,TRAC,Passenger Car
VEH,OTTOW,TRAC,Passenger Car
VEH,OTTAW,TR/C,Refuse Truck
VEH,OTTAW,P/SH,Motor Home
VEH,OTTA,T/CR,Single Unit Short-haul Truck
VEH,OT/CO,TRAC,Passenger Car
VEH,OTT,TRAC,Passenger Car
VEH,HENDE,TOW,Transit Bus
VEH,HENDR,W/DR,Single Unit Short-haul Truck
VEH,SPART,MCY,Motorcycle
VEH,PI/BA,SWT,Single Unit Long-haul Truck
VEH,KALM,SWT,Single Unit Long-haul Truck
VEH,CORVA,2DSD,Other Buses
VEH,PEUGE,2DSD,Other Buses
VEH,FLAT,2DSD,Other Buses
VEH,SUZI,2DSD,Other Buses
VEH,PI/AR,2DSD,Other Buses
VEH,MC/BE,4DSD,Combination Long-haul Truck
VEH,WILSO,W/SR,Transit Bus
VEH,ME/BR,4DSD,Combination Long-haul Truck
VEH,COSMO,MOPD,Light Commercial Truck
VEH,DUERK,MCY,Motorcycle
VEH,DORET,CONV,Light Commercial Truck
VEH,MBENZ,2DSD,Other Buses
VEH,ME/CE,CONV,Light Commercial Truck
VEH,MR/BE,CONV,Light Commercial Truck
VEH,MEBEN,2DSD,Other Buses
VEH,INTL,STAK,Combination Long-haul Truck
VEH,AMPHI,CONV,Light Commercial Truck
VEH,AMPH,CONV,Light Commercial Truck
VEH,AMPHC,CONV,Light Commercial Truck
VEH,AMPHI,2DSD,Other Buses
VEH,OSHKO,TRLR,Combination Short-haul Truck
VEH,PLY,4DSD,Combination Long-haul Truck
VEH,CCC,W/DR,Single Unit Short-haul Truck
VEH,ALPHA,2DSD,Other Buses
VEH,OSHK,TRAC,Passenger Car
VEH,HYUND,RBM,Single Unit Short-haul Truck
VEH,HO/CA,H/WH,Motor Home
VEH,ELDO,H/WH,Motor Home
VEH,TUCKE,4DSD,Combination Long-haul Truck
VEH,BER,CONV,Light Commercial Truck
VEH,SCHAC,CONV,Light Commercial Truck
VEH,DAVIS,CONV,Light Commercial Truck
VEH,CAMEL,CONV,Light Commercial Truck
VEH,CAMEL,2DSD,Other Buses
VEH,SHRIS,P/SH,Motor Home
VEH,AM/GN,4DSD,Combination Long-haul Truck
VEH,VIC,2DSD,Other Buses
VEH,BOMAG,P/SH,Motor Home
VEH,NAV,P/SH,Motor Home
VEH,HMDE,MCY,Motorcycle
VEH,BORGW,2DSD,Other Buses
VEH,DOMAG,R/RD,Passenger Truck
VEH,YANMA,SN/P,Other Buses
VEH,HOND,MCY,Motorcycle
VEH,ALFAR,CONV,Light Commercial Truck
VEH,RIVER,MCY,Motorcycle
VEH,HYPAC,RBM,Single Unit Short-haul Truck
VEH,HYPAK,RBM,Single Unit Short-haul Truck
VEH,GUZZ,MCY,Motorcycle
VEH,CROSL,2DSD,Other Buses
VEH,NELSO,P/SH,Motor Home
VEH,DAIM,CONV,Light Commercial Truck
VEH,SENTI,RD/S,School Bus
VEH,BMYHA,DUMP,School Bus
VEH,PALFI,P/SH,Motor Home
VEH,AMPI,CONV,Light Commercial Truck
VEH,HUM,SUBN,Combination Short-haul Truck
VEH,PI/AR,SEDN,Single Unit Long-haul Truck
VEH,CROWN,P/SH,Motor Home
VEH,MER,4DSD,Combination Long-haul Truck
VEH,CRAYL,P/SH,Motor Home
VEH,MBY,FLAT,Combination Short-haul Truck
VEH,FLAQT,2DSD,Other Buses
VEH,EN/FO,2DSD,Other Buses
VEH,OSHKO,CMIX,Passenger Truck
VEH,OSHK,TANK,Other Buses
VEH,OSKOS,FLAT,Combination Short-haul Truck
VEH,OSHKO,TANK,Other Buses
VEH,OSHK,FPM,School Bus
VEH,OS/KO,TANK,Other Buses
VEH,OSKOS,SUBN,Combination Short-haul Truck
VEH,OSHKO,TRAC,Passenger Car
VEH,OS/KO,TRAC,Passenger Car
VEH,OSHK,CMIX,Passenger Truck
VEH,OS/KO,CMIX,Passenger Truck
VEH,OSKOS,CMIX,Passenger Truck
VEH,OSH,CMIX,Passenger Truck
VEH,OS/MO,CMIX,Passenger Truck
VEH,OSHKO,DELV,Combination Long-haul Truck
VEH,OAHK,TANK,Other Buses
VEH,OSHIK,DUMP,School Bus
VEH,OSHKO,TRAV,Motorcycle
VEH,OS/KO,DUMP,School Bus
VEH,SH/KO,SN/P,Other Buses
VEH,CUSHM,2DSD,Other Buses
VEH,EZ/GO,LSV,Motor Home
VEH,MORRI,SUBN,Combination Short-haul Truck
VEH,HUDSO,RBM,Single Unit Short-haul Truck
VEH,HUDSO,P/SH,Motor Home
VEH,WHITE,P/SH,Motor Home
VEH,VICKE,SUBN,Combination Short-haul Truck
VEH,HUBGR,RBM,Single Unit Short-haul Truck
VEH,IRONW,MCY,Motorcycle
VEH,ILLSU,MCY,Motorcycle
VEH,ORANG,MCY,Motorcycle
VEH,ORANG,TRAC,Passenger Car
VEH,EV/OR,TRAC,Passenger Car
VEH,OHAWA,TRAC,Passenger Car
VEH,ORAN,TRAC,Passenger Car
VEH,ORANG,SWT,Single Unit Long-haul Truck
VEH,BOSS,MCY,Motorcycle
VEH,QUEEN,MCY,Motorcycle
VEH,QMC,MCY,Motorcycle
VEH,ODDI,MCY,Motorcycle
VEH,IR/HI,MCY,Motorcycle
VEH,IR/HL,MCY,Motorcycle
VEH,OR/CO,MCY,Motorcycle
VEH,OR/CH,MCY,Motorcycle
VEH,OR/CI,MCY,Motorcycle
VEH,OC/CO,MCY,Motorcycle
VEH,IR/WO,MCY,Motorcycle
VEH,C&SCY,MCY,Motorcycle
VEH,OCC,MCY,Motorcycle
VEH,PHOEN,CMIX,Passenger Truck
VEH,PH/MI,CMIX,Passenger Truck
VEH,PHOE,CMIX,Passenger Truck
VEH,PHOEN,TANK,Other Buses
VEH,IND,MCY,Motorcycle
VEH,IN/LA,MCY,Motorcycle
VEH,GDUBB,MCY,Motorcycle
VEH,INSAN,MCY,Motorcycle
VEH,OPNR,MCY,Motorcycle
VEH,OCEAN,MCY,Motorcycle
VEH,CHVRO,2DSD,Other Buses
VEH,CVT,2DSD,Other Buses
VEH,CVEVR,CONV,Light Commercial Truck
VEH,ZIMME,2DSD,Other Buses
VEH,LINCL,4DSD,Combination Long-haul Truck
VEH,LINC,SEDN,Single Unit Long-haul Truck
VEH,PRIZM,4DSD,Combination Long-haul Truck
VEH,TR/BR,ATV,Refuse Truck
VEH,REKON,ATV,Refuse Truck
VEH,AIMC,MCY,Motorcycle
VEH,AIMCI,MCY,Motorcycle
VEH,P,DUMP,School Bus
VEH,PE/BT,TRAC,Passenger Car
VEH,PETBL,TRAC,Passenger Car
VEH,RECON,TOW,Transit Bus
VEH,KENSW,TRAC,Passenger Car
VEH,KEMWO,TRAC,Passenger Car
VEH,EXCL,2DSD,Other Buses
VEH,WEILE,RBM,Single Unit Short-haul Truck
VEH,WEILE,P/SH,Motor Home
VEH,WI/WE,MCY,Motorcycle
VEH,WO/CH,S/SP,Combination Short-haul Truck
VEH,WICKE,MCY,Motorcycle
VEH,WECC,MCY,Motorcycle
VEH,WCC,MCY,Motorcycle
VEH,WESTC,MCY,Motorcycle
VEH,WE/CO,MCY,Motorcycle
VEH,WILDW,MCY,Motorcycle
VEH,SLAMM,MCY,Motorcycle
VEH,CHE,PICK,Passenger Truck
VEH,WINN,SUBN,Combination Short-haul Truck
VEH,RIALT,H/WH,Motor Home
VEH,WHITE,TOW,Transit Bus
VEH,ATM,TOW,Transit Bus
VEH,AUTOC,TOW,Transit Bus
VEH,AUTO,TRAC,Passenger Car
VEH,AUTOD,FLAT,Combination Short-haul Truck
VEH,VANTA,VAN,Motor Home
VEH,VANTA,2DSD,Other Buses
VEH,VANTA,LSVT,Refuse Truck
VEH,VANDE,CONV,Light Commercial Truck
VEH,VCHOP,MCY,Motorcycle
VEH,VCHO,MCY,Motorcycle
VEH,VULCA,MCY,Motorcycle
VEH,VULC,MCY,Motorcycle
VEH,VCNW,MCY,Motorcycle
VEH,VENGE,MCY,Motorcycle
VEH,VEGEA,MCY,Motorcycle
VEH,REP,2DSD,Other Buses
VEH,GAVEL,2DSD,Other Buses
VEH,GAZE,2DSD,Other Buses
VEH,VANTA,SUBN,Combination Short-haul Truck
VEH,VEGA,2DSD,Other Buses
VEH,VOLTS,4DSD,Combination Long-haul Truck
VEH,VERME,UTIL,Transit Bus
VEH,VERME,P/SH,Motor Home
VEH,VERME,RBM,Single Unit Short-haul Truck
VEH,VERME,SWT,Single Unit Long-haul Truck
VEH,VERME,TRAC,Passenger Car
VEH,VERME,FPM,School Bus
VEH,ORON,BUS,Passenger Car
VEH,IRION,BUS,Passenger Car
VEH,OROIN,BUS,Passenger Car
VEH,UNIVE,MCY,Motorcycle
VEH,UL/CH,MCY,Motorcycle
VEH,UNIQU,MCY,Motorcycle
VEH,ENTER,SUBN,Combination Short-haul Truck
VEH,EUROP,H/TR,Light Commercial Truck
VEH,UNI,MCY,Motorcycle
VEH,OTHER,2DSD,Other Buses
VEH,AMGC,UTIL,Transit Bus
VEH,AMGE,2DSD,Other Buses
VEH,AMGEN,TRAC,Passenger Car
VEH,TOMBS,MCY,Motorcycle
VEH,TICO,TRAC,Passenger Car
VEH,TICO,VAN,Motor Home
VEH,TICO,DELV,Combination Long-haul Truck
VEH,TICOV,VAN,Motor Home
VEH,TICO,SWT,Single Unit Long-haul Truck
VEH,TI/PR,TRAC,Passenger Car
VEH,TICO,T/CR,Single Unit Short-haul Truck
VEH,TRCO,TRAC,Passenger Car
VEH,SPOTT,P/SH,Motor Home
VEH,TICO,P/SH,Motor Home
VEH,VCYC,MCY,Motorcycle
VEH,VCYCL,MCY,Motorcycle
VEH,THUND,MCY,Motorcycle
VEH,THSON,TANK,Other Buses
VEH,THUR,MCY,Motorcycle
VEH,TR/DE,H/WH,Motor Home
VEH,CYC,MCY,Motorcycle
VEH,MCY,MCY,Motorcycle
VEH,TEMPE,MCY,Motorcycle
VEH,TACY,MCY,Motorcycle
VEH,THMT,MCY,Motorcycle
VEH,TH/MT,MCY,Motorcycle
VEH,TMC,MCY,Motorcycle
VEH,THMC,MCY,Motorcycle
VEH,THUN,MCY,Motorcycle
VEH,THNDR,MCY,Motorcycle
VEH,TM,MCY,Motorcycle
VEH,TRAVE,MCY,Motorcycle
VEH,THOMA,SUBN,Combination Short-haul Truck
VEH,THOMA,AMBU,Combination Short-haul Truck
VEH,THMAS,BUS,Passenger Car
VEH,DEERE,P/SH,Motor Home
VEH,JP/DE,P/SH,Motor Home
VEH,JO/DO,P/SH,Motor Home
VEH,JD,P/SH,Motor Home
VEH,JOHN,P/SH,Motor Home
VEH,JDERE,P/SH,Motor Home
VEH,JO/HE,P/SH,Motor Home
VEH,JO/DE,T/CR,Single Unit Short-haul Truck
VEH,JO/DR,P/SH,Motor Home
VEH,BA/LO,P/SH,Motor Home
VEH,JO/DR,EMVR,Passenger Car
VEH,TE/NE,BOAT,Motorcycle
VEH,CRUSA,H/WH,Motor Home
VEH,TR/KI,FLAT,Combination Short-haul Truck
VEH,JO/DE,SWT,Single Unit Long-haul Truck
VEH,JOHN,SWT,Single Unit Long-haul Truck
VEH,JO/DR,RBM,Single Unit Short-haul Truck
VEH,SNOWB,SN/P,Other Buses
VEH,SN/BL,SN/P,Other Buses
VEH,GENE,TRLR,Combination Short-haul Truck
VEH,SWIFT,MCY,Motorcycle
VEH,SCHWA,MCC,Single Unit Long-haul Truck
VEH,DE/CH,MCY,Motorcycle
VEH,STEED,MCY,Motorcycle
VEH,DUPLE,FIRE,Light Commercial Truck
VEH,SI/DU,FIRE,Light Commercial Truck
VEH,DUPLE,UTIL,Transit Bus
VEH,SI/DU,UTIL,Transit Bus
VEH,SPED,CONV,Light Commercial Truck
VEH,SMI,RBM,Single Unit Short-haul Truck
VEH,SEWER,POLE,Motor Home
VEH,SC/CH,MCY,Motorcycle
VEH,SCO,MCY,Motorcycle
VEH,SIC,MCY,Motorcycle
VEH,SPART,SEDN,Single Unit Long-haul Truck
VEH,SPENC,MCY,Motorcycle
VEH,STEWA,P/SH,Motor Home
VEH,SPS,MCY,Motorcycle
VEH,SU/PU,MCY,Motorcycle
VEH,SUKP,MCY,Motorcycle
VEH,SCSP,MCY,Motorcycle
VEH,MACK,CMIX,Passenger Truck
VEH,STONE,MCY,Motorcycle
VEH,FMC,FIRE,Light Commercial Truck
VEH,MOB,RBM,Single Unit Short-haul Truck
VEH,SUTPH,UTIL,Transit Bus
VEH,SUTPH,VAN,Motor Home
VEH,SUTPH,CUST,School Bus
VEH,SUTHP,FIRE,Light Commercial Truck
VEH,SUTPH,TANK,Other Buses
VEH,SUTPN,FIRE,Light Commercial Truck
VEH,STEUP,FIRE,Light Commercial Truck
VEH,STUPH,FIRE,Light Commercial Truck
VEH,MOBIL,RBM,Single Unit Short-haul Truck
VEH,JAGUR,SEDN,Single Unit Long-haul Truck
VEH,SU/ST,MCY,Motorcycle
VEH,REVCO,H/WH,Motor Home
VEH,RO/MO,FIRE,Light Commercial Truck
VEH,RODR,MCY,Motorcycle
VEH,RO/RI,MCY,Motorcycle
VEH,RODS,MCY,Motorcycle
VEH,RO/RY,MCY,Motorcycle
VEH,RIDLE,MCY,Motorcycle
VEH,RIDL,MCY,Motorcycle
VEH,RID,MCY,Motorcycle
VEH,RPM,MCY,Motorcycle
VEH,RE/HO,MCY,Motorcycle
VEH,REDHO,MCY,Motorcycle
VEH,RD/HO,MCY,Motorcycle
VEH,RD/HR,MCY,Motorcycle
VEH,ROKO,MCY,Motorcycle
VEH,ROAR,MCY,Motorcycle
VEH,KOKON,ATV,Refuse Truck
VEH,REPOM,MCY,Motorcycle
VEH,REWAC,MCY,Motorcycle
VEH,RMS,MCY,Motorcycle
VEH,REDNE,MCY,Motorcycle
VEH,RE/NE,MCY,Motorcycle
VEH,RE/RO,MCY,Motorcycle
VEH,RUCKE,MCY,Motorcycle
VEH,ROSEW,HRSE,Passenger Car
VEH,RD/BA,MCY,Motorcycle
VEH,REDBA,MCY,Motorcycle
VEH,RE/WE,LSV,Motor Home
VEH,IN/RA,W/DR,Single Unit Short-haul Truck
VEH,JAUGU,2DSD,Other Buses
VEH,CLASI,CONV,Light Commercial Truck
VEH,CLAI,2DSD,Other Buses
VEH,CLASS,2DSD,Other Buses
VEH,CHEET,H/WH,Motor Home
VEH,ROAR,H/WH,Motor Home
VEH,CAYMA,H/WH,Motor Home
VEH,MONTA,H/WH,Motor Home
VEH,MON,H/WH,Motor Home
VEH,RO/RA,H/WH,Motor Home
VEH,MONAN,H/WH,Motor Home
VEH,CAMEL,H/WH,Motor Home
VEH,HA/RA,H/WH,Motor Home
VEH,MONOC,H/WH,Motor Home
VEH,MONAC,H/TR,Light Commercial Truck
VEH,DIAL,H/WH,Motor Home
VEH,MONIC,H/WH,Motor Home
VEH,MNACO,H/WH,Motor Home
VEH,HO/RD,H/WH,Motor Home
VEH,KNIGH,H/WH,Motor Home
VEH,ROARE,H/WH,Motor Home
VEH,ROADM,H/WH,Motor Home
VEH,MONO,H/WH,Motor Home
VEH,MNCC,H/WH,Motor Home
VEH,DYNAS,H/WH,Motor Home
VEH,MOAC,H/WH,Motor Home
VEH,MONAS,H/WH,Motor Home
VEH,DIPLO,H/WH,Motor Home
VEH,WIND,H/WH,Motor Home
VEH,HORAH,H/WH,Motor Home
VEH,AMB,H/WH,Motor Home
VEH,BEAV,H/WH,Motor Home
VEH,SA/CO,H/WH,Motor Home
VEH,CHECR,2DSD,Other Buses
VEH,CHVR,2DSD,Other Buses
VEH,CHEVL,2DSD,Other Buses
VEH,HERIT,CONV,Light Commercial Truck
VEH,VHEVR,2DSD,Other Buses
VEH,BI/EA,MCY,Motorcycle
VEH,PROST,MCY,Motorcycle
VEH,TRIHA,MCY,Motorcycle
VEH,PTW,MCY,Motorcycle
VEH,PROPE,MCY,Motorcycle
VEH,PR/CH,MCY,Motorcycle
VEH,PEREW,MCY,Motorcycle
VEH,PCC,MCY,Motorcycle
VEH,ZEMC,MCY,Motorcycle
VEH,PITBU,MCY,Motorcycle
VEH,CP,MCY,Motorcycle
VEH,PRECI,MCY,Motorcycle
VEH,PCW,MCY,Motorcycle
VEH,AGGR,MCY,Motorcycle
VEH,AGGRE,MCY,Motorcycle
VEH,PRICI,MCY,Motorcycle
VEH,PRIDI,MCY,Motorcycle
VEH,AGRES,MCY,Motorcycle
VEH,PCCY,MCY,Motorcycle
VEH,PA/YA,MCY,Motorcycle
VEH,PCCW,MCY,Motorcycle
VEH,PA/JR,MCY,Motorcycle
VEH,JA/MO,MCY,Motorcycle
VEH,JANUS,MCY,Motorcycle
VEH,PANOZ,CONV,Light Commercial Truck
VEH,PANZE,MCY,Motorcycle
VEH,PANZR,MCY,Motorcycle
VEH,PANZ,MCY,Motorcycle
VEH,PANOZ,2DSD,Other Buses
VEH,PWT,MCY,Motorcycle
VEH,PHAT,MCY,Motorcycle
VEH,PH/CU,MCY,Motorcycle
VEH,PANTH,MOPD,Light Commercial Truck
VEH,PYLMO,2DSD,Other Buses
VEH,JOHND,T/CR,Single Unit Short-haul Truck
VEH,JO/DE,TR/C,Refuse Truck
VEH,PENFA,FIRE,Light Commercial Truck
VEH,PEMFA,UTIL,Transit Bus
VEH,NEWEL,H/WH,Motor Home
VEH,NO/AM,BUS,Passenger Car
VEH,NYCC,MCY,Motorcycle
VEH,NYMC,MCY,Motorcycle
VEH,NYCCM,MCY,Motorcycle
VEH,NYCCH,MCY,Motorcycle
VEH,NY/CH,MCY,Motorcycle
VEH,NYCCU,MCY,Motorcycle
VEH,NYCCO,MCY,Motorcycle
VEH,NY/MC,MCY,Motorcycle
VEH,PHANT,2DSD,Other Buses
VEH,EDLOR,BUS,Passenger Car
VEH,ELDAR,BUS,Passenger Car
VEH,NSMC,MCY,Motorcycle
VEH,NESS,MCY,Motorcycle
VEH,AR/NE,MCY,Motorcycle
VEH,ARLS,MCY,Motorcycle
VEH,CAPRI,CONV,Light Commercial Truck
VEH,DATSU,PICK,Passenger Truck
VEH,NISSA,DCOM,Single Unit Short-haul Truck
VEH,NISSA,STAK,Combination Long-haul Truck
VEH,NISSA,CMIX,Passenger Truck
VEH,NISS,VAN,Motor Home
VEH,NISSA,TOW,Transit Bus
VEH,NISS,PICK,Passenger Truck
VEH,NISSI,4DSD,Combination Long-haul Truck
VEH,JO/DE,S/SP,Combination Short-haul Truck
VEH,JOHND,S/SP,Combination Short-haul Truck
VEH,PTRBD,DUMP,School Bus
VEH,PETEB,DUMP,School Bus
VEH,PTBR,TRAC,Passenger Car
VEH,PTRB,STAK,Combination Long-haul Truck
VEH,NRCM,H/WH,Motor Home
VEH,PETET,TANK,Other Buses
VEH,PB,TRAC,Passenger Car
VEH,PE/BU,TRAC,Passenger Car
VEH,PETEB,TRAC,Passenger Car
VEH,SP/CO,TRAC,Passenger Car
VEH,PTB,TRAC,Passenger Car
VEH,SP/CO,DUMP,School Bus
VEH,PTERE,TRAC,Passenger Car
VEH,PE/BL,TRAC,Passenger Car
VEH,PETER,FPM,School Bus
VEH,PB,TOW,Transit Bus
VEH,PETYE,DUMP,School Bus
VEH,PE/BI,T/CR,Single Unit Short-haul Truck
VEH,PET,CMIX,Passenger Truck
VEH,PE/BU,FLAT,Combination Short-haul Truck
VEH,PETRB,DUMP,School Bus
VEH,PBT,DUMP,School Bus
VEH,PE/BU,TOW,Transit Bus
VEH,PETTI,DUMP,School Bus
VEH,PE/BU,UTIL,Transit Bus
VEH,PT/BL,CMIX,Passenger Truck
VEH,PE/BL,CMIX,Passenger Truck
VEH,PTBR,CMIX,Passenger Truck
VEH,PTRB,CMIX,Passenger Truck
VEH,PTBLT,CMIX,Passenger Truck
VEH,PETER,EMVR,Passenger Car
VEH,PE/BT,DUMP,School Bus
VEH,PETTE,DUMP,School Bus
VEH,PETRB,CMIX,Passenger Truck
VEH,PETE,H/WH,Motor Home
VEH,PTERB,CMIX,Passenger Truck
VEH,PT/RB,TANK,Other Buses
VEH,PBLT,DUMP,School Bus
VEH,KENTW,DUMP,School Bus
VEH,KENIW,UTIL,Transit Bus
VEH,KENWA,TOW,Transit Bus
VEH,KENNE,DUMP,School Bus
VEH,KENWO,R/RD,Passenger Truck
VEH,KE/MO,DUMP,School Bus
VEH,KENTW,SWT,Single Unit Long-haul Truck
VEH,KENMO,TRAC,Passenger Car
VEH,KENWO,4DSD,Combination Long-haul Truck
VEH,KEND,DUMP,School Bus
VEH,KENW,RD/S,School Bus
VEH,KW,CMIX,Passenger Truck
VEH,KENW,CMIX,Passenger Truck
VEH,KW,TR/C,Refuse Truck
VEH,KENOW,TRAC,Passenger Car
VEH,KENW,T/CR,Single Unit Short-haul Truck
VEH,KENOR,DUMP,School Bus
VEH,CO/TE,CMIX,Passenger Truck
VEH,KENTW,CMIX,Passenger Truck
VEH,KENT,FIRE,Light Commercial Truck
VEH,KEN,CMIX,Passenger Truck
VEH,KENSW,T/CR,Single Unit Short-haul Truck
VEH,KENTH,DUMP,School Bus
VEH,KENWR,TOW,Transit Bus
VEH,KW,T/CR,Single Unit Short-haul Truck
VEH,KENMW,DUMP,School Bus
VEH,KENN,DUMP,School Bus
VEH,KEW,DUMP,School Bus
VEH,KENCO,CMIX,Passenger Truck
VEH,KERWO,DUMP,School Bus
VEH,KENWR,VAN,Motor Home
VEH,RENE,H/WH,Motor Home
VEH,KENWO,H/TR,Light Commercial Truck
VEH,KW,H/WH,Motor Home
VEH,MOTOR,MCY,Motorcycle
VEH,MCC,MCY,Motorcycle
VEH,MMC,MCY,Motorcycle
VEH,PRTA,BUS,Passenger Car
VEH,PRO,BUS,Passenger Car
VEH,MA/BR,MCY,Motorcycle
VEH,MIDWE,MCY,Motorcycle
VEH,MMSC,MCY,Motorcycle
VEH,MI/WE,MCY,Motorcycle
VEH,MAXIM,CMIX,Passenger Truck
VEH,MIC,MCY,Motorcycle
VEH,MARMO,TRAC,Passenger Car
VEH,TMT,RBM,Single Unit Short-haul Truck
VEH,MB/CO,RBM,Single Unit Short-haul Truck
VEH,MB/CO,P/SH,Motor Home
VEH,MCI,SUBN,Combination Short-haul Truck
VEH,MI,BUS,Passenger Car
VEH,MCI,VAN,Motor Home
VEH,MACK,VAN,Motor Home
VEH,MACK,P/SH,Motor Home
VEH,MACKL,TR/C,Refuse Truck
VEH,MACKD,DUMP,School Bus
VEH,TERRA,DUMP,School Bus
VEH,MACK,TRAV,Motorcycle
VEH,MACK,DELV,Combination Long-haul Truck
VEH,MACK,W/SR,Transit Bus
VEH,VACTO,RD/S,School Bus
VEH,MACH,DUMP,School Bus
VEH,MAC,TRAC,Passenger Car
VEH,LMACK,DUMP,School Bus
VEH,MACK,REFG,Refuse Truck
VEH,MAKE,TANK,Other Buses
VEH,MACKT,TANK,Other Buses
VEH,MACK,CUST,School Bus
VEH,MAKE,DUMP,School Bus
VEH,MARK,DUMP,School Bus
VEH,MACKW,DUMP,School Bus
VEH,MAQCK,DUMP,School Bus
VEH,MACK,EMVR,Passenger Car
VEH,MAC,CMIX,Passenger Truck
VEH,MACK,RD/S,School Bus
VEH,MACKQ,DUMP,School Bus
VEH,MAC,UTIL,Transit Bus
VEH,MONRO,DUMP,School Bus
VEH,MACL,DUMP,School Bus
VEH,MACKF,FLAT,Combination Short-haul Truck
VEH,MAACK,TRAC,Passenger Car
VEH,MCK,CMIX,Passenger Truck
VEH,MAXK,CMIX,Passenger Truck
VEH,MNACK,DUMP,School Bus
VEH,MACKC,CMIX,Passenger Truck
VEH,MAC,TANK,Other Buses
VEH,MAC,SEMI,Passenger Truck
VEH,MAK,FLAT,Combination Short-haul Truck
VEH,MCAK,DUMP,School Bus
VEH,MACJ,DUMP,School Bus
VEH,MAK,DUMP,School Bus
VEH,MACKJ,DUMP,School Bus
VEH,MCK,DUMP,School Bus
VEH,MAC,SWT,Single Unit Long-haul Truck
VEH,MRU,2DSD,Other Buses
VEH,MACK,SEMI,Passenger Truck
VEH,MCOK,DUMP,School Bus
VEH,MAC,2DSD,Other Buses
VEH,GRA,DUMP,School Bus
VEH,MACKK,DUMP,School Bus
VEH,MACK,H/WH,Motor Home
VEH,JOHND,UTIL,Transit Bus
VEH,JOHN,UTIL,Transit Bus
VEH,JOHN,SN/P,Other Buses
VEH,DO/DE,SN/P,Other Buses
VEH,JO/DE,FIRE,Light Commercial Truck
VEH,JO/DE,2DSD,Other Buses
VEH,DEERE,UTIL,Transit Bus
VEH,JN/DE,ATV,Refuse Truck
VEH,JOHND,ATV,Refuse Truck
VEH,DEER,UTIL,Transit Bus
VEH,UT/PR,ATV,Refuse Truck
VEH,CONTI,4DSD,Combination Long-haul Truck
VEH,MERCU,DELV,Combination Long-haul Truck
VEH,MECU,4DSD,Combination Long-haul Truck
VEH,MURCU,4DSD,Combination Long-haul Truck
VEH,CL/TI,2DSD,Other Buses
VEH,ME/BE,DUMP,School Bus
VEH,MEBE,RBM,Single Unit Short-haul Truck
VEH,ME/BE,TRAC,Passenger Car
VEH,TARCO,RD/S,School Bus
VEH,LI/ST,MCY,Motorcycle
VEH,LA/CI,MCY,Motorcycle
VEH,LSCUS,MCY,Motorcycle
VEH,LA/CO,MCY,Motorcycle
VEH,LCGC,LSV,Motor Home
VEH,LODAL,DUMP,School Bus
VEH,LODAL,UTIL,Transit Bus
VEH,LODA,DUMP,School Bus
VEH,CHVER,SUBN,Combination Short-haul Truck
VEH,JO/DR,RD/S,School Bus
VEH,JD,RBM,Single Unit Short-haul Truck
VEH,AT/CO,R/RD,Passenger Truck
VEH,RDSID,TRAC,Passenger Car
