Record Type,Make,Body Type,Vehicle Category
VEH,TRACK,SWT,Single Unit Long-haul Truck
VEH,STST,UTIL,Transit Bus
VEH,TR/VE,P/SH,Motor Home
VEH,TRACK,P/SH,Motor Home
VEH,MT/TR,SWT,Single Unit Long-haul Truck
VEH,TRACK,S/SP,Combination Short-haul Truck
VEH,TRACK,RD/S,School Bus
VEH,TRCLS,SN/P,Other Buses
VEH,TRACL,TRAC,Passenger Car
VEH,MT/TR,RBM,Single Unit Short-haul Truck
VEH,MT/TR,SN/P,Other Buses
VEH,MRZ,MCY,Motorcycle
VEH,LAFE,2DSD,Other Buses
VEH,LAFER,CONV,Light Commercial Truck
VEH,MPLAF,CONV,Light Commercial Truck
VEH,SIMPS,MCY,Motorcycle
VEH,MODE,2DSD,Other Buses
VEH,INTTR,????,Motorcycle
VEH,RO/AL,MCY,Motorcycle
VEH,GRO,MCY,Motorcycle
VEH,SE/CO,MCY,Motorcycle
VEH,MTRGR,RBM,Single Unit Short-haul Truck
VEH,ASSEM,SUBN,Combination Short-haul Truck
VEH,ASSEM,CONV,Light Commercial Truck
VEH,ASSEM,PICK,Passenger Truck
VEH,ASSEM,CUST,School Bus
VEH,KAWA,ATV,Refuse Truck
VEH,MAGNI,MCY,Motorcycle
VEH,MGNI,MCY,Motorcycle
VEH,MESSY,TRAC,Passenger Car
VEH,HMDE,PICK,Passenger Truck
VEH,SC/MO,2DSD,Other Buses
VEH,ENFI,MCY,Motorcycle
VEH,RYENF,MCY,Motorcycle
VEH,ROYEL,MCY,Motorcycle
VEH,CNTNL,MCY,Motorcycle
VEH,RY/EN,MCY,Motorcycle
VEH,ROLE,MCY,Motorcycle
VEH,ROY,MCY,Motorcycle
VEH,EGIL,MCY,Motorcycle
VEH,ROEN,MCY,Motorcycle
VEH,RE,MCY,Motorcycle
VEH,ROYE,MCY,Motorcycle
VEH,ROENF,MCY,Motorcycle
VEH,ROYA,MCY,Motorcycle
VEH,ROYEN,MCY,Motorcycle
VEH,ROLEN,MCY,Motorcycle
VEH,RO/EN,MCC,Single Unit Long-haul Truck
VEH,RYEN,MCY,Motorcycle
VEH,R,MCY,Motorcycle
VEH,HUNTE,MCY,Motorcycle
VEH,RYLEN,MCY,Motorcycle
VEH,MECAL,P/SH,Motor Home
VEH,ME/CA,P/SH,Motor Home
VEH,MECAL,RBM,Single Unit Short-haul Truck
VEH,MER,PICK,Passenger Truck
VEH,KINET,MOPD,Light Commercial Truck
VEH,STELL,MCY,Motorcycle
VEH,GSCO,MCY,Motorcycle
VEH,LMLL,MCY,Motorcycle
VEH,GENIU,MCY,Motorcycle
VEH,LIMIT,MCY,Motorcycle
VEH,LML,MCY,Motorcycle
VEH,BAJA,MCY,Motorcycle
VEH,HUSWV,MCY,Motorcycle
VEH,KTM,MCC,Single Unit Long-haul Truck
VEH,BAJAJ,MOPD,Light Commercial Truck
VEH,BAJAJ,MCY,Motorcycle
VEH,KINET,MCY,Motorcycle
VEH,WILLI,PICK,Passenger Truck
VEH,MA/FA,TRAC,Passenger Car
VEH,SANSU,EMVR,Passenger Car
VEH,MANTA,CONV,Light Commercial Truck
VEH,BROYH,UTIL,Transit Bus
VEH,BULLE,MCY,Motorcycle
VEH,REPLI,PICK,Passenger Truck
VEH,GOLIA,MCY,Motorcycle
VEH,REPLI,MCY,Motorcycle
VEH,MORIS,2DSD,Other Buses
VEH,MOR,2DSD,Other Buses
VEH,SAMUN,P/SH,Motor Home
VEH,MO/MI,SUBN,Combination Short-haul Truck
VEH,MORIS,SEDN,Single Unit Long-haul Truck
VEH,MADVA,UTIL,Transit Bus
VEH,KOOLC,ATV,Refuse Truck
VEH,XMOTO,ATV,Refuse Truck
VEH,MOTO,ATV,Refuse Truck
VEH,KANDI,ATV,Refuse Truck
VEH,KOOLC,MCY,Motorcycle
VEH,KOOLN,ATV,Refuse Truck
VEH,KOOL,ATV,Refuse Truck
VEH,KOOL,MCY,Motorcycle
VEH,FAN,H/WH,Motor Home
VEH,HYAND,RBM,Single Unit Short-haul Truck
VEH,TA/TA,MOPD,Light Commercial Truck
VEH,TAO,MCY,Motorcycle
VEH,TAOTA,ATV,Refuse Truck
VEH,TAOTA,MCY,Motorcycle
VEH,TA/TA,MCY,Motorcycle
VEH,TOAOT,MCY,Motorcycle
VEH,TAOI,MCY,Motorcycle
VEH,TAOTA,MOPD,Light Commercial Truck
VEH,TAOT,MCY,Motorcycle
VEH,TAOI,MOPD,Light Commercial Truck
VEH,TAOTO,MCY,Motorcycle
VEH,TATAO,MOPD,Light Commercial Truck
VEH,TA/MO,MCY,Motorcycle
VEH,TAO,MOPD,Light Commercial Truck
VEH,TA/MO,MOPD,Light Commercial Truck
VEH,TAOT,MOPD,Light Commercial Truck
VEH,ZNEN,MOPD,Light Commercial Truck
VEH,COLEM,ATV,Refuse Truck
VEH,TAOMO,MCY,Motorcycle
VEH,TA/TO,ATV,Refuse Truck
VEH,TA/TA,ATV,Refuse Truck
VEH,TAO,ATV,Refuse Truck
VEH,TOATA,ATV,Refuse Truck
VEH,RIVAL,ATV,Refuse Truck
VEH,TAOTO,ATV,Refuse Truck
VEH,TAOI,ATV,Refuse Truck
VEH,AMIGO,MCY,Motorcycle
VEH,SHENK,MOPD,Light Commercial Truck
VEH,JONWA,MCY,Motorcycle
VEH,SUNL,MCY,Motorcycle
VEH,SHENK,MCY,Motorcycle
VEH,JOWAY,MCY,Motorcycle
VEH,MERAT,MOPD,Light Commercial Truck
VEH,JMSTA,MCY,Motorcycle
VEH,JONWA,MOPD,Light Commercial Truck
VEH,CHUAN,MCY,Motorcycle
VEH,JON,MCY,Motorcycle
VEH,SHANK,MCY,Motorcycle
VEH,MENGD,MCY,Motorcycle
VEH,SHEI,MCY,Motorcycle
VEH,MERAT,MCY,Motorcycle
VEH,SHEN,MCY,Motorcycle
VEH,SHEN,MOPD,Light Commercial Truck
VEH,TAIZH,MOPD,Light Commercial Truck
VEH,SHANK,MOPD,Light Commercial Truck
VEH,JMSTA,MOPD,Light Commercial Truck
VEH,JONWA,ATV,Refuse Truck
VEH,WILDF,MCY,Motorcycle
VEH,HUAWI,MCY,Motorcycle
VEH,ZHEJI,MCY,Motorcycle
VEH,POPC,MCY,Motorcycle
VEH,WI/FI,MCY,Motorcycle
VEH,WILDF,MOPD,Light Commercial Truck
VEH,HUAWI,MOPD,Light Commercial Truck
VEH,CHANG,ATV,Refuse Truck
VEH,LA/FR,FLAT,Combination Short-haul Truck
VEH,QIYE,ATV,Refuse Truck
VEH,COOLS,ATV,Refuse Truck
VEH,TRLMS,ATV,Refuse Truck
VEH,SUNYE,ATV,Refuse Truck
VEH,LIANG,ATV,Refuse Truck
VEH,XINGY,MCY,Motorcycle
VEH,LUYUA,MCY,Motorcycle
VEH,TMEC,MCY,Motorcycle
VEH,WUXI,MCY,Motorcycle
VEH,HAMME,ATV,Refuse Truck
VEH,AM/SP,ATV,Refuse Truck
VEH,HAMM,ATV,Refuse Truck
VEH,HA/HE,ATV,Refuse Truck
VEH,KAYO,ATV,Refuse Truck
VEH,SSTR,ATV,Refuse Truck
VEH,KAYO,MCY,Motorcycle
VEH,KATO,ATV,Refuse Truck
VEH,KAYOA,ATV,Refuse Truck
VEH,KAYA,ATV,Refuse Truck
VEH,ODES,ATV,Refuse Truck
VEH,SH/LI,ATV,Refuse Truck
VEH,ODESA,ATV,Refuse Truck
VEH,JINLI,MCY,Motorcycle
VEH,LAFAY,2DSD,Other Buses
VEH,AM/LA,4DSD,Combination Long-haul Truck
VEH,KUBOT,TR/C,Refuse Truck
VEH,TWI,MCY,Motorcycle
VEH,CH/SC,MOPD,Light Commercial Truck
VEH,ZNEN,MCY,Motorcycle
VEH,ZHNG,MOPD,Light Commercial Truck
VEH,TAIZH,MCY,Motorcycle
VEH,ZNENG,MCY,Motorcycle
VEH,TA/ZH,MCY,Motorcycle
VEH,ZH/NE,MCY,Motorcycle
VEH,ZHNG,MCY,Motorcycle
VEH,ZHING,MCY,Motorcycle
VEH,ZNENN,MCY,Motorcycle
VEH,ZHEN,MCY,Motorcycle
VEH,ZHENG,MCY,Motorcycle
VEH,ZN/EN,MCY,Motorcycle
VEH,ZHEN,MOPD,Light Commercial Truck
VEH,ZHONG,MCY,Motorcycle
VEH,CYCL,MOPD,Light Commercial Truck
VEH,JIAJ,MCY,Motorcycle
VEH,ANEN,MOPD,Light Commercial Truck
VEH,JIAJU,MCY,Motorcycle
VEH,TRAIL,MCY,Motorcycle
VEH,TR/MA,MOPD,Light Commercial Truck
VEH,ZHNGA,MCY,Motorcycle
VEH,ZHN,MCY,Motorcycle
VEH,QLINK,MCY,Motorcycle
VEH,BANDI,MCY,Motorcycle
VEH,ZHONG,MOPD,Light Commercial Truck
VEH,EUROS,MCY,Motorcycle
VEH,BINTE,MCY,Motorcycle
VEH,ZHILO,MCY,Motorcycle
VEH,ZENEN,MCY,Motorcycle
VEH,ZNEB,MCY,Motorcycle
VEH,ZNE,MCY,Motorcycle
VEH,NISSA,MCY,Motorcycle
VEH,ZBEN,MCY,Motorcycle
VEH,TAIZ,MCY,Motorcycle
VEH,ZNED,MCY,Motorcycle
VEH,ZNEW,MCY,Motorcycle
VEH,MARSH,MCY,Motorcycle
VEH,ZNEN,ATV,Refuse Truck
VEH,TAIHO,MCY,Motorcycle
VEH,ZH/EN,MCY,Motorcycle
VEH,BMS,MCY,Motorcycle
VEH,ZHNGG,MCY,Motorcycle
VEH,SCOOT,MCY,Motorcycle
VEH,ITALI,MCY,Motorcycle
VEH,TA/ZH,MOPD,Light Commercial Truck
VEH,PLANE,MOPD,Light Commercial Truck
VEH,VHNG,MCY,Motorcycle
VEH,VHNG,ATV,Refuse Truck
VEH,TAZH,MCY,Motorcycle
VEH,YADEA,MCY,Motorcycle
VEH,RO/AL,MOPD,Light Commercial Truck
VEH,XIANG,MCY,Motorcycle
VEH,ZH/JI,ATV,Refuse Truck
VEH,MENGD,MOPD,Light Commercial Truck
VEH,KANDI,MCY,Motorcycle
VEH,MASSI,MCY,Motorcycle
VEH,NST,ATV,Refuse Truck
VEH,RUBOT,P/SH,Motor Home
VEH,KOBUT,TRAC,Passenger Car
VEH,QINGQ,MCY,Motorcycle
VEH,THA,MCY,Motorcycle
VEH,XI/YU,MCY,Motorcycle
VEH,XINGY,MOPD,Light Commercial Truck
VEH,ZXYV,MCY,Motorcycle
VEH,JACKE,MCY,Motorcycle
VEH,XY,MOPD,Light Commercial Truck
VEH,BUYAN,ATV,Refuse Truck
VEH,BMX,ATV,Refuse Truck
VEH,LONCI,MCY,Motorcycle
VEH,BUC,MCY,Motorcycle
VEH,LONJI,MCY,Motorcycle
VEH,LONGJ,MCY,Motorcycle
VEH,LON,MCY,Motorcycle
VEH,URBAN,MCY,Motorcycle
VEH,NINGB,MCY,Motorcycle
VEH,CH/SC,MCY,Motorcycle
VEH,NING,MOPD,Light Commercial Truck
VEH,CHICA,MCY,Motorcycle
VEH,SINGE,2DSD,Other Buses
VEH,KUBO,P/SH,Motor Home
VEH,DAIX,MOPD,Light Commercial Truck
VEH,DIAX,MCY,Motorcycle
VEH,DAIX,MCY,Motorcycle
VEH,IC/BE,MCY,Motorcycle
VEH,DAIXI,MCY,Motorcycle
VEH,ICEBE,MCY,Motorcycle
VEH,JIAJU,MOPD,Light Commercial Truck
VEH,BAIX,MCY,Motorcycle
VEH,HUZ,MCY,Motorcycle
VEH,ICE,MCY,Motorcycle
VEH,HUZH,MCY,Motorcycle
VEH,ZHENH,MOPD,Light Commercial Truck
VEH,HU/DA,MCY,Motorcycle
VEH,DA/IX,MCY,Motorcycle
VEH,DDAIX,MCY,Motorcycle
VEH,UN/MO,MCY,Motorcycle
VEH,SKTM,MCY,Motorcycle
VEH,SK/TM,MCY,Motorcycle
VEH,SACIN,MCY,Motorcycle
VEH,SKYTE,MCY,Motorcycle
VEH,BENEL,ATV,Refuse Truck
VEH,SSR,MCY,Motorcycle
VEH,AMLA,2DSD,Other Buses
VEH,OAKL,2DSD,Other Buses
VEH,JI/QI,MCY,Motorcycle
VEH,CY/TR,MCY,Motorcycle
VEH,BAODI,MOPD,Light Commercial Truck
VEH,JI/BA,MOPD,Light Commercial Truck
VEH,JBLC,MOPD,Light Commercial Truck
VEH,JBLC,MCY,Motorcycle
VEH,BAODI,MCY,Motorcycle
VEH,JIANG,MOPD,Light Commercial Truck
VEH,JI/BA,MCY,Motorcycle
VEH,JCB,MOPD,Light Commercial Truck
VEH,JIA,MCY,Motorcycle
VEH,BAO,MCY,Motorcycle
VEH,JB/LC,MCY,Motorcycle
VEH,BAIDI,MCY,Motorcycle
VEH,BA/LO,MCY,Motorcycle
VEH,BA/DI,MCY,Motorcycle
VEH,BAOD,MCY,Motorcycle
VEH,JI/BA,MCC,Single Unit Long-haul Truck
VEH,BOADI,MCY,Motorcycle
VEH,JANGS,MCY,Motorcycle
VEH,JIAN,MCY,Motorcycle
VEH,JI/BI,MCY,Motorcycle
VEH,JBL,MOPD,Light Commercial Truck
VEH,LBLC,MCY,Motorcycle
VEH,BAOBI,MCY,Motorcycle
VEH,YONGF,MCY,Motorcycle
VEH,YNGF,MCY,Motorcycle
VEH,VITAC,MCY,Motorcycle
VEH,BAOOD,MCY,Motorcycle
VEH,BIAOD,MCY,Motorcycle
VEH,PIRAN,ATV,Refuse Truck
VEH,RSTD,ATV,Refuse Truck
VEH,TR/MA,MCY,Motorcycle
VEH,ZUMA,ATV,Refuse Truck
VEH,ZUMA,MCY,Motorcycle
VEH,WUYI,MCY,Motorcycle
VEH,DOOH,MCY,Motorcycle
VEH,DOOHA,MOPD,Light Commercial Truck
VEH,ZHEL,MCY,Motorcycle
VEH,DIAMO,MCY,Motorcycle
VEH,APOLL,MCY,Motorcycle
VEH,APOLL,ATV,Refuse Truck
VEH,COUGA,ATV,Refuse Truck
VEH,RFZ,ATV,Refuse Truck
VEH,VITAC,ATV,Refuse Truck
VEH,JOHN,TRAC,Passenger Car
VEH,JOHND,RD/S,School Bus
VEH,NEBU,ATV,Refuse Truck
VEH,NUBU,ATV,Refuse Truck
VEH,JDEER,RBM,Single Unit Short-haul Truck
VEH,JO/DH,TRAC,Passenger Car
VEH,BU/MA,ATV,Refuse Truck
VEH,RPS,MCY,Motorcycle
VEH,HAOSE,MCY,Motorcycle
VEH,RTS,MCY,Motorcycle
VEH,RPS,ATV,Refuse Truck
VEH,CHONG,MCC,Single Unit Long-haul Truck
VEH,CHONG,MCY,Motorcycle
VEH,CH/HA,MCY,Motorcycle
VEH,CHOG,MCY,Motorcycle
VEH,HAWK,MCY,Motorcycle
VEH,HAOSE,MCC,Single Unit Long-haul Truck
VEH,LIYAN,MCY,Motorcycle
VEH,HAOSE,ATV,Refuse Truck
VEH,SHAND,ATV,Refuse Truck
VEH,TIKIN,ATV,Refuse Truck
VEH,JIANG,ATV,Refuse Truck
VEH,DO/FA,ATV,Refuse Truck
VEH,SHENG,ATV,Refuse Truck
VEH,BAJA,ATV,Refuse Truck
VEH,TR/MA,ATV,Refuse Truck
VEH,AMSTA,MCY,Motorcycle
VEH,ZONG,MCY,Motorcycle
VEH,ZONG,MOPD,Light Commercial Truck
VEH,ZONGS,MCY,Motorcycle
VEH,CSC,MCY,Motorcycle
VEH,ZO/CS,MCY,Motorcycle
VEH,YUMBO,MCY,Motorcycle
VEH,ISCOO,MOPD,Light Commercial Truck
VEH,DAZON,MOPD,Light Commercial Truck
VEH,ARNST,MOPD,Light Commercial Truck
VEH,AMSTA,MOPD,Light Commercial Truck
VEH,YING,MCY,Motorcycle
VEH,YINGA,MCY,Motorcycle
VEH,YINGY,MCY,Motorcycle
VEH,VECTR,MOPD,Light Commercial Truck
VEH,YIBEN,MCY,Motorcycle
VEH,TAI,MCY,Motorcycle
VEH,KAITO,MCY,Motorcycle
VEH,SENLO,MCY,Motorcycle
VEH,SE/LO,MCY,Motorcycle
VEH,ICEBA,MCY,Motorcycle
VEH,KATIO,MCY,Motorcycle
VEH,YIBEN,MOPD,Light Commercial Truck
VEH,KAITO,MOPD,Light Commercial Truck
VEH,KAIT,MCY,Motorcycle
VEH,KAIT,MOPD,Light Commercial Truck
VEH,KIAT,MCY,Motorcycle
VEH,KIATL,MCY,Motorcycle
VEH,SHINE,ATV,Refuse Truck
VEH,WILDF,ATV,Refuse Truck
VEH,SHINE,MCY,Motorcycle
VEH,SHIN,MCY,Motorcycle
VEH,NE/WA,MOPD,Light Commercial Truck
VEH,XI/XI,MCY,Motorcycle
VEH,SUNL,MOPD,Light Commercial Truck
VEH,SH/ME,MCY,Motorcycle
VEH,MEITI,MOPD,Light Commercial Truck
VEH,MADAM,MOPD,Light Commercial Truck
VEH,SH/ME,MOPD,Light Commercial Truck
VEH,SINSK,MOPD,Light Commercial Truck
VEH,DONGF,MCY,Motorcycle
VEH,DO/FA,MCY,Motorcycle
VEH,DONG,MCY,Motorcycle
VEH,DONFA,MCY,Motorcycle
VEH,DONFG,MCY,Motorcycle
VEH,DO/FE,MCY,Motorcycle
VEH,DO/MO,MCY,Motorcycle
VEH,DO,MCY,Motorcycle
VEH,DG/FG,MCY,Motorcycle
VEH,DONF,MCY,Motorcycle
VEH,BO/MO,MCY,Motorcycle
VEH,DONGF,ATV,Refuse Truck
VEH,DO/FE,ATV,Refuse Truck
VEH,MASSI,ATV,Refuse Truck
VEH,LIFAN,MCY,Motorcycle
VEH,QIPAI,MCY,Motorcycle
VEH,LIF,MCY,Motorcycle
VEH,QIPA,MCY,Motorcycle
VEH,QIP,MCY,Motorcycle
VEH,QIPAN,MCY,Motorcycle
VEH,AIPAI,MCY,Motorcycle
VEH,BIPA,MCY,Motorcycle
VEH,QIPAI,MOPD,Light Commercial Truck
VEH,KUZUM,ATV,Refuse Truck
VEH,BOSS,ATV,Refuse Truck
VEH,KAZUM,ATV,Refuse Truck
VEH,HISUN,ATV,Refuse Truck
VEH,COLE,ATV,Refuse Truck
VEH,CHONG,ATV,Refuse Truck
VEH,HISON,ATV,Refuse Truck
VEH,MASS,ATV,Refuse Truck
VEH,CH/HU,ATV,Refuse Truck
VEH,CHIGC,ATV,Refuse Truck
VEH,COLEM,MCY,Motorcycle
VEH,QLINK,ATV,Refuse Truck
VEH,BENCH,ATV,Refuse Truck
VEH,HUANS,ATV,Refuse Truck
VEH,JO/DE,CUST,School Bus
VEH,JODE,TRAC,Passenger Car
VEH,JO/CE,SN/P,Other Buses
VEH,JDEER,P/SH,Motor Home
VEH,JP/DE,TRAC,Passenger Car
VEH,KASEA,MOPD,Light Commercial Truck
VEH,TEYIN,MCY,Motorcycle
VEH,DOFA,MCY,Motorcycle
VEH,TEYIN,MOPD,Light Commercial Truck
VEH,ZSTV,MCY,Motorcycle
VEH,ZZSTV,MCY,Motorcycle
VEH,TEYI,MCY,Motorcycle
VEH,TEYN,MOPD,Light Commercial Truck
VEH,SHANQ,MCY,Motorcycle
VEH,TAYIN,MCY,Motorcycle
VEH,TEYLN,MCY,Motorcycle
VEH,TEYIN,ATV,Refuse Truck
VEH,QIANX,MCY,Motorcycle
VEH,TIANY,MCY,Motorcycle
VEH,TIANY,MOPD,Light Commercial Truck
VEH,PLAN,MCY,Motorcycle
VEH,PLANE,MCY,Motorcycle
VEH,TIAN,MCY,Motorcycle
VEH,TI/VE,MCY,Motorcycle
VEH,SHANQ,MCC,Single Unit Long-haul Truck
VEH,SH/TI,MOPD,Light Commercial Truck
VEH,SH/TI,MCY,Motorcycle
VEH,SHAN,MCY,Motorcycle
VEH,TIERR,ATV,Refuse Truck
VEH,STST,DELV,Combination Long-haul Truck
VEH,LIFTK,TR/C,Refuse Truck
VEH,REVOL,MOPD,Light Commercial Truck
VEH,REVOL,MCY,Motorcycle
VEH,WD/FR,MCY,Motorcycle
VEH,QNG,MCY,Motorcycle
VEH,QNGX,MCY,Motorcycle
VEH,GUAN,MCY,Motorcycle
VEH,HAOXU,MCY,Motorcycle
VEH,LO/ST,ATV,Refuse Truck
VEH,VOG,MCY,Motorcycle
VEH,OTHER,TRAC,Passenger Car
VEH,ROL,CONV,Light Commercial Truck
VEH,RR,4DSD,Combination Long-haul Truck
VEH,ROLL,4DSD,Combination Long-haul Truck
VEH,SPG,MCY,Motorcycle
VEH,BUICK,UTIL,Transit Bus
VEH,DART,CONV,Light Commercial Truck
VEH,POLES,SUBN,Combination Short-haul Truck
VEH,PLSR,SUBN,Combination Short-haul Truck
VEH,POL,4DSD,Combination Long-haul Truck
VEH,POLS,4DSD,Combination Long-haul Truck
VEH,POLRD,4DSD,Combination Long-haul Truck
VEH,PLSR,4DSD,Combination Long-haul Truck
VEH,POLES,2DSD,Other Buses
VEH,YAMAN,MCY,Motorcycle
VEH,YAM,MOPD,Light Commercial Truck
VEH,YAMAH,LOCO,Combination Long-haul Truck
VEH,WH/WE,DUMP,School Bus
VEH,TJ/PS,ATV,Refuse Truck
VEH,ZHEA,MCY,Motorcycle
VEH,SUZUS,ATV,Refuse Truck
VEH,DOD,2DSD,Other Buses
VEH,NW/HL,SWT,Single Unit Long-haul Truck
VEH,LINHA,MOPD,Light Commercial Truck
VEH,SCHWI,MOPD,Light Commercial Truck
VEH,MANCO,MOPD,Light Commercial Truck
VEH,MANCO,MCY,Motorcycle
VEH,LINHA,MCY,Motorcycle
VEH,SCHWI,MCY,Motorcycle
VEH,LINNA,MCY,Motorcycle
VEH,YOUNG,ATV,Refuse Truck
VEH,LINHA,ATV,Refuse Truck
VEH,MOUNT,ATV,Refuse Truck
VEH,MA/PO,ATV,Refuse Truck
VEH,MASSA,ATV,Refuse Truck
VEH,DART,2DSD,Other Buses
VEH,YNGF,MOPD,Light Commercial Truck
VEH,YOUN,MCY,Motorcycle
VEH,YONGF,ATV,Refuse Truck
VEH,YONGU,MCY,Motorcycle
VEH,YONG,MCY,Motorcycle
VEH,YOUNG,MCY,Motorcycle
VEH,YOUGF,MCY,Motorcycle
VEH,YONGF,MOPD,Light Commercial Truck
VEH,AMIG,MCY,Motorcycle
VEH,AMIG,MOPD,Light Commercial Truck
VEH,YOUNG,MOPD,Light Commercial Truck
VEH,VITAC,MOPD,Light Commercial Truck
VEH,YN,MCY,Motorcycle
VEH,YOUNF,MCY,Motorcycle
VEH,SANME,MCY,Motorcycle
VEH,YO/FU,MCY,Motorcycle
VEH,YONFU,MCY,Motorcycle
VEH,YHGF,MCY,Motorcycle
VEH,YN/GF,MCY,Motorcycle
VEH,YN,MOPD,Light Commercial Truck
VEH,NONE,MOPD,Light Commercial Truck
VEH,AGILI,MOPD,Light Commercial Truck
VEH,JIAJI,MCY,Motorcycle
VEH,JI/JU,MCY,Motorcycle
VEH,JIAJE,MCY,Motorcycle
VEH,ZHEJ,MOPD,Light Commercial Truck
VEH,JAIJU,MOPD,Light Commercial Truck
VEH,JAIJU,MCY,Motorcycle
VEH,JJIAJ,MCY,Motorcycle
VEH,JI/JU,MOPD,Light Commercial Truck
VEH,JIAUE,MCY,Motorcycle
VEH,ZHEJ,MCY,Motorcycle
VEH,JIAHU,MOPD,Light Commercial Truck
VEH,JIAUJ,MCY,Motorcycle
VEH,JIANU,MCY,Motorcycle
VEH,LIAJU,MOPD,Light Commercial Truck
VEH,JAJUE,MCY,Motorcycle
VEH,JUAJU,MCY,Motorcycle
VEH,JI/JA,MCY,Motorcycle
VEH,JIAU,MCY,Motorcycle
VEH,JIALI,MCY,Motorcycle
VEH,JIJUE,MCY,Motorcycle
VEH,JINJU,MCY,Motorcycle
VEH,JIAJU,4DSD,Combination Long-haul Truck
VEH,JIOAJ,MCY,Motorcycle
VEH,FENGY,MCY,Motorcycle
VEH,JISJU,MCY,Motorcycle
VEH,JIAGU,MCY,Motorcycle
VEH,JIAJU,MCC,Single Unit Long-haul Truck
VEH,JAIUE,MCY,Motorcycle
VEH,JIAIV,MCY,Motorcycle
VEH,JA/JU,MCY,Motorcycle
VEH,JIJU,MCY,Motorcycle
VEH,JIANJ,MCY,Motorcycle
VEH,JAJ,MCY,Motorcycle
VEH,JIAJJ,MCY,Motorcycle
VEH,JAIJ,MCY,Motorcycle
VEH,HUA,DUMP,School Bus
VEH,PANTE,MCY,Motorcycle
VEH,PANTE,ATV,Refuse Truck
VEH,CHINA,MCY,Motorcycle
VEH,RORO,SEDN,Single Unit Long-haul Truck
VEH,YULE,ATV,Refuse Truck
VEH,WOLF,MCY,Motorcycle
VEH,COMMA,MCY,Motorcycle
VEH,KINGR,MCY,Motorcycle
VEH,CIXI,MCY,Motorcycle
VEH,CIXIK,MCY,Motorcycle
VEH,KINGR,MOPD,Light Commercial Truck
VEH,JMST,MCY,Motorcycle
VEH,LINGY,MCY,Motorcycle
VEH,PANDA,MOPD,Light Commercial Truck
VEH,PANDA,ATV,Refuse Truck
VEH,JINCH,MOPD,Light Commercial Truck
VEH,RSTD,MCY,Motorcycle
VEH,BASHA,MCY,Motorcycle
VEH,BASHA,MOPD,Light Commercial Truck
VEH,PEACE,MOPD,Light Commercial Truck
VEH,BASHA,ATV,Refuse Truck
VEH,BAHAN,MCY,Motorcycle
VEH,BASH,MCY,Motorcycle
VEH,UUU,MOPD,Light Commercial Truck
VEH,PEACE,MCY,Motorcycle
VEH,RO/RU,MCY,Motorcycle
VEH,AVANT,MCY,Motorcycle
VEH,RD/RN,MOPD,Light Commercial Truck
VEH,LT/GI,TR/C,Refuse Truck
VEH,LITGI,TR/C,Refuse Truck
VEH,EGLMO,ATV,Refuse Truck
VEH,EAGLE,MCY,Motorcycle
VEH,EGLMO,MCY,Motorcycle
VEH,GREEN,ATV,Refuse Truck
VEH,GR/MO,ATV,Refuse Truck
VEH,DONGU,ATV,Refuse Truck
VEH,GRNGR,ATV,Refuse Truck
VEH,GREEG,ATV,Refuse Truck
VEH,TMS,MCY,Motorcycle
VEH,LIFAN,MOPD,Light Commercial Truck
VEH,COOLS,MCY,Motorcycle
VEH,HYUN,P/SH,Motor Home
VEH,HYUND,SN/P,Other Buses
VEH,GEELY,MOPD,Light Commercial Truck
VEH,GEELY,MCY,Motorcycle
VEH,FEISH,ATV,Refuse Truck
VEH,CHUA,MCY,Motorcycle
VEH,ACE,MCY,Motorcycle
VEH,CHAUN,MCY,Motorcycle
VEH,SUNCL,MCY,Motorcycle
VEH,CHUAN,MOPD,Light Commercial Truck
VEH,WANGY,MCY,Motorcycle
VEH,JCL,MCY,Motorcycle
VEH,WANGE,MCY,Motorcycle
VEH,ZHEJA,MCY,Motorcycle
VEH,WANGL,MCY,Motorcycle
VEH,WANGY,MOPD,Light Commercial Truck
VEH,MOTOF,MOPD,Light Commercial Truck
VEH,UNITE,MOPD,Light Commercial Truck
VEH,UNITE,MCY,Motorcycle
VEH,UNIMO,MCY,Motorcycle
VEH,MOTOF,MCY,Motorcycle
VEH,KA/ME,MCY,Motorcycle
VEH,KAIKA,MCY,Motorcycle
VEH,MEIDU,MCY,Motorcycle
VEH,MEIDU,MOPD,Light Commercial Truck
VEH,KAIK,MCY,Motorcycle
VEH,SENLI,MCY,Motorcycle
VEH,SERLI,MOPD,Light Commercial Truck
VEH,WUXI,MOPD,Light Commercial Truck
VEH,SENLI,MOPD,Light Commercial Truck
VEH,GU/PA,MCY,Motorcycle
VEH,XTREM,MCY,Motorcycle
VEH,PEIRS,MOPD,Light Commercial Truck
VEH,WILDE,ATV,Refuse Truck
VEH,GUANG,MCY,Motorcycle
VEH,PIERS,MCY,Motorcycle
VEH,SAMSU,RBM,Single Unit Short-haul Truck
VEH,RIYA,MCY,Motorcycle
VEH,RIYA,MOPD,Light Commercial Truck
VEH,MILES,SUBN,Combination Short-haul Truck
VEH,MILE,PICK,Passenger Truck
VEH,MILES,PICK,Passenger Truck
VEH,ZLMI,MCY,Motorcycle
VEH,MO/BR,MOPD,Light Commercial Truck
VEH,LEIKE,MCY,Motorcycle
